Algoritmo,Instancia,Run,Vehiculos,Distancia,Iter_Convergencia,Tiempo_s
QLEARNING,rc106,1,12.0,1398.38,14381,5.971
QLEARNING,rc106,10,12.0,1386.36,21434,5.696
QLEARNING,rc106,2,12.0,1384.94,15252,5.772
QLEARNING,rc106,3,12.0,1385.92,19567,6.512
QLEARNING,rc106,4,12.0,1391.96,24383,5.886
QLEARNING,rc106,5,12.0,1385.92,16753,5.954
QLEARNING,rc106,6,12.0,1419.04,8727,6.519
QLEARNING,rc106,7,12.0,1385.92,20965,6.474
QLEARNING,rc106,8,12.0,1394.57,22452,5.77
QLEARNING,rc106,9,12.0,1392.99,13318,6.244
QLEARNING,rc107,1,11.0,1243.67,17177,7.109
QLEARNING,rc107,10,11.0,1256.91,13138,6.403
QLEARNING,rc107,2,11.0,1256.37,21560,7.279
QLEARNING,rc107,3,11.0,1242.25,17900,7.052
QLEARNING,rc107,4,11.0,1247.35,24909,6.573
QLEARNING,rc107,5,11.0,1250.42,22759,6.56
QLEARNING,rc107,6,12.0,1244.51,9660,7.239
QLEARNING,rc107,7,11.0,1257.61,16336,7.036
QLEARNING,rc107,8,11.0,1255.88,13857,7.319
QLEARNING,rc107,9,11.0,1249.38,19045,6.718
QLEARNING,rc108,1,11.0,1117.53,22353,6.946
QLEARNING,rc108,10,10.0,1160.54,22248,6.305
QLEARNING,rc108,2,10.0,1146.66,24534,7.003
QLEARNING,rc108,3,11.0,1136.14,13315,6.645
QLEARNING,rc108,4,10.0,1155.22,22253,7.067
QLEARNING,rc108,5,10.0,1151.07,23817,6.771
QLEARNING,rc108,6,10.0,1151.44,24106,7.379
QLEARNING,rc108,7,11.0,1137.41,15532,6.952
QLEARNING,rc108,8,11.0,1135.97,12341,7.046
QLEARNING,rc108,9,11.0,1134.85,16170,7.087
QLEARNING,rc201,1,4.0,1437.18,4594,5.471
QLEARNING,rc201,10,4.0,1452.21,15547,5.412
QLEARNING,rc201,2,4.0,1414.47,12741,5.488
QLEARNING,rc201,3,4.0,1429.48,19919,5.25
QLEARNING,rc201,4,4.0,1445.78,15010,5.566
QLEARNING,rc201,5,4.0,1412.45,24095,5.541
QLEARNING,rc201,6,4.0,1439.16,6474,5.279
QLEARNING,rc201,7,4.0,1421.44,12192,5.132
QLEARNING,rc201,8,4.0,1428.11,9802,5.796
QLEARNING,rc201,9,4.0,1436.93,3738,5.415
QLEARNING,rc202,1,4.0,1172.31,13447,6.03
QLEARNING,rc202,10,4.0,1178.79,13951,5.933
QLEARNING,rc202,2,4.0,1162.8,18024,6.254
QLEARNING,rc202,3,4.0,1191.82,1080,6.078
QLEARNING,rc202,4,4.0,1183.8,7235,5.772
QLEARNING,rc202,5,4.0,1184.38,4685,5.819
QLEARNING,rc202,6,4.0,1173.03,9238,6.006
QLEARNING,rc202,7,4.0,1161.29,8389,6.03
QLEARNING,rc202,8,4.0,1176.99,8290,5.948
QLEARNING,rc202,9,4.0,1182.84,15042,6.051
QLEARNING,rc203,1,3.0,1087.89,4195,6.523
QLEARNING,rc203,10,3.0,1075.83,23551,7.259
QLEARNING,rc203,2,3.0,1051.82,11758,6.633
QLEARNING,rc203,3,3.0,1094.48,8757,7.154
QLEARNING,rc203,4,3.0,1061.13,4888,7.037
QLEARNING,rc203,5,3.0,1071.26,7676,6.373
QLEARNING,rc203,6,3.0,1051.82,13303,6.841
QLEARNING,rc203,7,3.0,1054.76,23325,6.708
QLEARNING,rc203,8,3.0,1074.2,7496,6.927
QLEARNING,rc203,9,3.0,1089.22,8715,6.247
QLEARNING,rc204,1,3.0,807.56,3408,6.686
QLEARNING,rc204,10,3.0,803.774,6675,6.581
QLEARNING,rc204,2,3.0,844.924,8809,6.714
QLEARNING,rc204,3,3.0,803.999,2973,6.975
QLEARNING,rc204,4,3.0,803.174,993,6.676
QLEARNING,rc204,5,3.0,802.369,971,6.856
QLEARNING,rc204,6,3.0,798.464,20949,6.484
QLEARNING,rc204,7,3.0,816.327,8043,6.378
QLEARNING,rc204,8,3.0,798.507,13680,6.379
QLEARNING,rc204,9,3.0,803.774,6722,7.056
QLEARNING,rc205,1,4.0,1338.78,16344,5.928
QLEARNING,rc205,10,4.0,1345.33,2610,5.598
QLEARNING,rc205,2,4.0,1333.29,17004,6.081
QLEARNING,rc205,3,4.0,1327.84,15463,6.29
QLEARNING,rc205,4,4.0,1338.78,17648,6.102
QLEARNING,rc205,5,4.0,1325.04,7247,6.445
QLEARNING,rc205,6,4.0,1324.62,21747,6.337
QLEARNING,rc205,7,4.0,1358.33,1699,6.084
QLEARNING,rc205,8,4.0,1313.39,5438,5.927
QLEARNING,rc205,9,4.0,1313.87,18711,5.889
QLEARNING,rc206,1,3.0,1191.62,13574,6.056
QLEARNING,rc206,10,3.0,1161.28,19093,5.684
QLEARNING,rc206,2,3.0,1161.28,10084,5.606
QLEARNING,rc206,3,3.0,1146.32,4069,6.031
QLEARNING,rc206,4,3.0,1161.28,5011,5.544
QLEARNING,rc206,5,3.0,1161.28,14317,6.194
QLEARNING,rc206,6,4.0,1091.93,1743,5.528
QLEARNING,rc206,7,3.0,1177.3,22436,6.407
QLEARNING,rc206,8,3.0,1217.03,11228,5.498
QLEARNING,rc206,9,3.0,1169.34,17399,6.004
QLEARNING,rc207,1,3.0,1106.76,11305,6.637
QLEARNING,rc207,10,3.0,1061.14,20796,6.404
QLEARNING,rc207,2,3.0,1069.09,13953,6.17
QLEARNING,rc207,3,4.0,1021.84,11186,6.824
QLEARNING,rc207,4,3.0,1097.57,11981,7.008
QLEARNING,rc207,5,3.0,1102.61,21898,6.586
QLEARNING,rc207,6,3.0,1107.8,6155,6.861
QLEARNING,rc207,7,4.0,1020.71,6966,6.399
QLEARNING,rc207,8,4.0,1014.17,10236,6.277
QLEARNING,rc207,9,3.0,1086.88,17359,6.673
QLEARNING,rc208,1,3.0,829.695,12885,6.859
QLEARNING,rc208,10,3.0,832.529,7122,6.629
QLEARNING,rc208,2,3.0,832.361,6902,7.113
QLEARNING,rc208,3,3.0,857.295,15632,6.762
QLEARNING,rc208,4,3.0,828.441,17346,6.683
QLEARNING,rc208,5,3.0,837.944,5173,6.514
QLEARNING,rc208,6,3.0,829.695,24243,6.512
QLEARNING,rc208,7,3.0,862.889,4172,7.157
QLEARNING,rc208,8,3.0,829.695,5572,7.106
QLEARNING,rc208,9,3.0,833.975,16389,7.144
