iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
182,12,1514.54,14,2109.41,1,1,9,13953.6,3.09932e-05,0.99971,8.3901e-05,0.000175347,3.02209e-05,0.999361,0.000549175,5.92883e-05
183,12,1514.54,14,2109.41,1,1,0,13946.6,3.15839e-05,0.999704,8.55169e-05,0.000178751,3.08118e-05,0.999348,0.000560237,6.04557e-05
184,12,1514.54,14,2080.17,1,1,13,13939.6,3.87759e-05,0.999637,0.000105011,0.000219531,3.78432e-05,0.999199,0.000688485,7.4262e-05
185,12,1514.54,14,2012.41,1,1,13,13932.6,3.62043e-05,0.999661,9.80663e-05,0.000205042,3.53511e-05,0.999252,0.000643521,6.93811e-05
186,12,1514.54,13,1714.18,1,1,13,13925.7,3.38473e-05,0.999683,9.17002e-05,0.00019176,3.30659e-05,0.9993,0.000602271,6.49048e-05
187,12,1514.54,13,1702.92,1,1,13,13918.7,3.16842e-05,0.999703,8.58571e-05,0.000179568,3.09676e-05,0.999344,0.000564379,6.07942e-05
188,12,1514.54,13,1731.71,1,1,9,13911.7,2.96966e-05,0.999721,8.0487e-05,0.000168361,2.90385e-05,0.999384,0.000529529,5.70148e-05
189,12,1514.54,13,1831.54,1,1,9,13904.8,3.02813e-05,0.999716,8.20883e-05,0.000171736,2.9623e-05,0.999372,0.000540502,5.81703e-05
190,12,1514.54,14,1835.73,1,1,9,13897.8,3.08645e-05,0.99971,8.3686e-05,0.000175104,3.02063e-05,0.999359,0.000551464,5.93236e-05
191,12,1514.54,13,1780.28,1,1,13,13890.9,3.14459e-05,0.999705,8.52793e-05,0.000178465,3.07879e-05,0.999346,0.00056241,6.04742e-05
192,12,1514.54,13,1730.28,1,1,13,13883.9,2.94712e-05,0.999723,7.99401e-05,0.000167316,2.88671e-05,0.999387,0.000527629,5.67089e-05
193,12,1514.54,13,1711.16,1,1,13,13877,2.76545e-05,0.99974,7.50273e-05,0.000157057,2.70991e-05,0.999424,0.000495602,5.32429e-05
194,12,1514.54,13,1795.42,1,1,9,13870.1,2.59811e-05,0.999756,7.05013e-05,0.000147604,2.54699e-05,0.999458,0.000466076,5.00486e-05
195,12,1514.54,13,1761.24,1,1,13,13863.1,2.6557e-05,0.99975,7.20784e-05,0.000150928,2.60443e-05,0.999446,0.000476865,5.11843e-05
196,12,1514.54,13,1569.22,1,1,13,13856.2,2.49673e-05,0.999765,6.77773e-05,0.000141943,2.44951e-05,0.999479,0.000448759,4.81461e-05
197,12,1509.88,12,1509.88,1,1,33,13849.3,2.35002e-05,0.999779,6.38073e-05,0.000133649,2.30646e-05,0.999509,0.000422799,4.53407e-05
198,12,1509.88,12,1696.88,1,1,9,13842.3,1.4607e-05,0.999863,3.96688e-05,8.31011e-05,1.4343e-05,0.999694,0.000263076,2.81995e-05
199,12,1509.88,12,1681.57,1,1,13,13835.4,1.50999e-05,0.999858,4.10153e-05,8.59346e-05,1.48322e-05,0.999684,0.000272206,2.91651e-05
200,12,1509.88,12,1607.25,1,1,13,13828.5,1.43524e-05,0.999865,3.89928e-05,8.17093e-05,1.4103e-05,0.999699,0.000258975,2.77351e-05
201,12,1509.88,12,1765.61,1,1,9,13821.6,1.36549e-05,0.999871,3.71054e-05,7.77656e-05,1.34224e-05,0.999714,0.00024662,2.64002e-05
202,12,1509.88,12,1733.39,1,1,13,13814.7,1.41329e-05,0.999867,3.84118e-05,8.05155e-05,1.38968e-05,0.999703,0.000255486,2.7337e-05
203,12,1509.88,12,1730.65,1,1,13,13807.8,1.34487e-05,0.999873,3.65597e-05,7.66446e-05,1.32286e-05,0.999717,0.000243342,2.60259e-05
204,12,1509.88,12,1744.8,1,1,9,13800.9,1.28096e-05,0.999879,3.48291e-05,7.30275e-05,1.2604e-05,0.999731,0.000231989,2.48006e-05
205,12,1509.88,12,1744.8,1,1,0,13794,1.32732e-05,0.999875,3.6097e-05,7.56972e-05,1.30643e-05,0.999721,0.000240601,2.57098e-05
206,12,1509.88,12,1744.8,1,1,0,13787.1,1.65786e-05,0.999844,4.5095e-05,9.45803e-05,1.63221e-05,0.999651,0.000300773,3.21252e-05
207,12,1509.88,12,1693.48,1,1,13,13780.2,2.06158e-05,0.999806,5.60879e-05,0.000117654,2.03021e-05,0.999565,0.000374333,3.99642e-05
208,12,1509.88,12,1694.88,1,1,9,13773.3,1.94665e-05,0.999816,5.29716e-05,0.000111133,1.91763e-05,0.999589,0.000353781,3.7753e-05
209,12,1509.88,13,1700.88,1,1,9,13766.4,2.00016e-05,0.999811,5.44386e-05,0.000114228,1.9709e-05,0.999578,0.000363821,3.88072e-05
210,12,1509.88,13,1727.41,1,1,9,13759.5,2.05396e-05,0.999806,5.59141e-05,0.000117341,2.02448e-05,0.999566,0.00037393,3.98676e-05
211,12,1509.88,13,1899.56,1,1,9,13752.6,2.10802e-05,0.999801,5.73972e-05,0.000120472,2.07834e-05,0.999554,0.000384101,4.09337e-05
212,12,1509.88,13,1677.35,1,1,13,13745.8,2.16231e-05,0.999796,5.88871e-05,0.000123617,2.13243e-05,0.999542,0.000394329,4.20048e-05
213,12,1509.88,12,1585.47,1,1,13,13738.9,2.03928e-05,0.999807,5.55477e-05,0.000116624,2.01168e-05,0.999568,0.000372216,3.96315e-05
214,12,1509.88,12,1585.47,1,1,0,13732,1.92537e-05,0.999818,5.24557e-05,0.000110149,1.89985e-05,0.999592,0.000351729,3.74334e-05
215,12,1509.88,13,1798.05,1,1,9,13725.2,2.38715e-05,0.999774,6.50496e-05,0.000136614,2.35598e-05,0.999494,0.000436431,4.64272e-05
216,12,1509.88,13,1798.05,1,1,0,13718.3,2.44224e-05,0.999769,6.65639e-05,0.000139816,2.41095e-05,0.999482,0.000446874,4.75167e-05
217,12,1509.88,13,1767.37,1,1,13,13711.4,3.01372e-05,0.999715,8.21563e-05,0.000172592,2.97564e-05,0.99936,0.000551864,5.86542e-05
218,12,1509.88,13,1961.51,1,1,9,13704.6,2.82287e-05,0.999733,7.6969e-05,0.000161719,2.78795e-05,0.9994,0.000517356,5.49619e-05
219,12,1509.88,13,1852.27,1,1,13,13697.7,2.8781e-05,0.999728,7.84909e-05,0.000164941,2.84317e-05,0.999388,0.000527911,5.60581e-05
220,12,1509.88,13,1852.27,1,1,0,13690.9,2.69801e-05,0.999745,7.35941e-05,0.000154674,2.66594e-05,0.999425,0.000495293,5.25708e-05
221,12,1509.88,13,1796.79,1,1,13,13684,3.32276e-05,0.999686,9.06537e-05,0.000190557,3.28377e-05,0.999292,0.000610435,6.4763e-05
222,12,1509.88,13,1832.01,1,1,9,13677.2,3.10565e-05,0.999706,8.47476e-05,0.000178168,3.06999e-05,0.999338,0.000571028,6.0555e-05
223,12,1509.88,12,1693.87,1,1,13,13670.3,3.15997e-05,0.999701,8.6247e-05,0.000181348,3.12435e-05,0.999326,0.000581479,6.16356e-05
224,12,1509.88,12,1674.4,1,1,13,13663.5,2.95612e-05,0.99972,8.06994e-05,0.000169708,2.9235e-05,0.999369,0.000544417,5.76812e-05
225,12,1509.88,12,1674.4,1,1,0,13656.7,2.76892e-05,0.999738,7.56043e-05,0.000159017,2.73901e-05,0.999408,0.000510359,5.40485e-05
226,12,1509.88,12,1691.18,1,1,9,13649.9,3.40833e-05,0.999677,9.30819e-05,0.000195806,3.37196e-05,0.999271,0.000628665,6.65475e-05
227,12,1509.88,12,1691.18,1,1,0,13643,3.46104e-05,0.999672,9.45402e-05,0.000198904,3.42478e-05,0.999259,0.000638886,6.75991e-05
228,12,1420.26,12,1420.26,1,1,33,13636.2,4.24143e-05,0.999598,0.000115881,0.000243838,4.19745e-05,0.999092,0.000783484,8.28615e-05
229,12,1420.26,12,1420.26,1,1,0,13629.4,2.59478e-05,0.999754,7.09065e-05,0.000149225,2.56888e-05,0.999444,0.000479781,5.0719e-05
230,12,1420.26,12,1432.14,1,1,9,13622.6,3.1981e-05,0.999697,8.74108e-05,0.000183986,3.16656e-05,0.999314,0.000591754,6.25279e-05
231,11,1438.82,11,1438.82,1,1,33,13615.8,3.25116e-05,0.999692,8.88789e-05,0.000187104,3.21969e-05,0.999302,0.000602034,6.35855e-05
232,11,1438.82,12,1509.53,1,1,9,13609,1.99857e-05,0.99981,5.46469e-05,0.000115058,1.97988e-05,0.999571,0.000370425,3.91059e-05
233,11,1438.82,12,1538.96,1,1,9,13602.1,2.05058e-05,0.999805,5.60804e-05,0.000118093,2.03176e-05,0.999559,0.000380355,4.01361e-05
234,11,1438.82,12,1448.22,1,1,13,13595.3,2.1028e-05,0.9998,5.752e-05,0.000121143,2.08386e-05,0.999548,0.000390336,4.11708e-05
235,11,1438.82,12,1533.44,1,1,9,13588.5,1.98188e-05,0.999812,5.42233e-05,0.000114217,1.9644e-05,0.999573,0.000368175,3.88159e-05
236,11,1418.46,11,1418.46,1,1,33,13581.8,2.03356e-05,0.999807,5.56487e-05,0.000117237,2.01596e-05,0.999562,0.000378061,3.98402e-05
237,11,1418.46,11,1418.46,1,1,0,13575,1.26082e-05,0.99988,3.45094e-05,7.27128e-05,1.25023e-05,0.999728,0.000234598,2.4711e-05
238,11,1418.46,12,1448.88,1,1,9,13568.2,1.5764e-05,0.99985,4.31557e-05,9.09443e-05,1.56335e-05,0.99966,0.000293526,3.09041e-05
239,11,1418.46,12,1504.15,1,1,9,13561.4,1.62468e-05,0.999846,4.44863e-05,9.37625e-05,1.61148e-05,0.999649,0.00030274,3.18598e-05
240,11,1418.46,12,1461.31,1,1,13,13554.6,1.67337e-05,0.999841,4.58289e-05,9.66065e-05,1.66003e-05,0.999639,0.000312044,3.28242e-05
241,11,1418.46,12,1414.53,1,1,13,13547.8,1.58377e-05,0.999849,4.33838e-05,9.1466e-05,1.57141e-05,0.999658,0.000295558,3.1076e-05
242,11,1256.13,11,1256.13,1,1,33,13541.1,1.50053e-05,0.999857,4.11117e-05,8.66888e-05,1.48905e-05,0.999675,0.000280233,2.94514e-05
243,11,1188.42,11,1188.42,1,1,33,13534.3,9.35159e-06,0.999911,2.56268e-05,5.40451e-05,9.28208e-06,0.999798,0.000174787,1.83612e-05
244,11,1067.38,11,1067.38,1,1,33,13527.5,5.882e-06,0.999944,1.61221e-05,3.40054e-05,5.83938e-06,0.999873,0.000110023,1.15526e-05
245,11,1067.38,11,1287.59,1,1,9,13520.8,3.73325e-06,0.999964,1.02346e-05,2.15905e-05,3.70682e-06,0.999919,6.98836e-05,7.33457e-06
246,11,1067.38,11,1368.39,1,1,9,13514,3.95789e-06,0.999962,1.08527e-05,2.28977e-05,3.93041e-06,0.999914,7.41425e-05,7.77805e-06
247,11,1067.38,11,1391.33,1,1,9,13507.2,4.19104e-06,0.99996,1.14943e-05,2.42551e-05,4.1625e-06,0.999909,7.85668e-05,8.23847e-06
248,11,1067.38,11,1481.68,1,1,9,13500.5,4.43273e-06,0.999958,1.21596e-05,2.56628e-05,4.40313e-06,0.999904,8.31573e-05,8.7159e-06
249,11,1067.38,11,1516.48,1,1,9,13493.7,4.68298e-06,0.999955,1.28486e-05,2.71212e-05,4.6523e-06,0.999898,8.79149e-05,9.21039e-06
250,11,1067.38,11,1415.56,1,1,13,13487,4.94179e-06,0.999953,1.35615e-05,2.86301e-05,4.91003e-06,0.999893,9.28398e-05,9.72196e-06
251,11,1067.38,11,1357.09,1,1,13,13480.2,4.7889e-06,0.999954,1.31446e-05,2.77541e-05,4.75874e-06,0.999896,9.00321e-05,9.42369e-06
252,11,1067.38,11,1357.09,1,1,0,13473.5,4.64338e-06,0.999956,1.27477e-05,2.69202e-05,4.61472e-06,0.999899,8.73587e-05,9.13974e-06
253,11,1067.38,11,1307.5,1,1,13,13466.8,5.9217e-06,0.999943,1.62605e-05,3.43434e-05,5.88577e-06,0.999871,0.000111486,1.16587e-05
254,11,1067.38,11,1342.16,1,1,9,13460,5.71705e-06,0.999945,1.57017e-05,3.31681e-05,5.68304e-06,0.999875,0.000107709,1.12587e-05
255,11,1067.38,11,1342.16,1,1,0,13453.3,6.00807e-06,0.999943,1.65043e-05,3.48688e-05,5.97301e-06,0.999869,0.000113272,1.18348e-05
256,11,1067.38,11,1312.78,1,1,13,13446.6,7.62307e-06,0.999927,2.09449e-05,4.42573e-05,7.5793e-06,0.999834,0.000143818,1.50195e-05
257,11,1067.38,11,1270.99,1,1,13,13439.9,7.3217e-06,0.99993,2.0121e-05,4.25225e-05,7.2805e-06,0.99984,0.000138229,1.44294e-05
258,11,1067.38,11,1223.39,1,1,13,13433.1,7.03747e-06,0.999933,1.93438e-05,4.08862e-05,6.99867e-06,0.999846,0.000132957,1.38727e-05
259,11,1067.38,11,1296.09,1,1,9,13426.4,6.76921e-06,0.999935,1.86102e-05,3.93416e-05,6.73264e-06,0.999852,0.000127978,1.33472e-05
260,11,1067.38,11,1296.09,1,1,0,13419.7,7.08869e-06,0.999932,1.94925e-05,4.12128e-05,7.05111e-06,0.999845,0.000134111,1.39805e-05
261,11,1067.38,11,1260.36,1,1,13,13413,8.96473e-06,0.999914,2.46562e-05,5.21382e-05,8.91791e-06,0.999804,0.000169717,1.76842e-05
262,11,1067.38,11,1260.36,1,1,0,13406.3,8.58037e-06,0.999918,2.36038e-05,4.99204e-05,8.53647e-06,0.999812,0.000162553,1.69302e-05
263,11,1067.38,11,1260.36,1,1,0,13399.6,1.08102e-05,0.999897,2.97438e-05,6.29155e-05,1.07556e-05,0.999763,0.000204932,2.13343e-05
264,11,1067.38,11,1260.36,1,1,0,13392.9,1.35572e-05,0.99987,3.73097e-05,7.89311e-05,1.34897e-05,0.999703,0.000257176,2.6761e-05
265,11,1067.38,11,1260.36,1,1,0,13386.2,1.69261e-05,0.999838,4.65905e-05,9.85799e-05,1.68427e-05,0.999628,0.00032129,3.34174e-05
266,11,1067.38,11,1266.18,1,1,9,13379.5,2.10393e-05,0.999798,5.79242e-05,0.000122579,2.09365e-05,0.999538,0.00039962,4.15457e-05
267,11,1067.38,11,1247.22,1,1,13,13372.8,2.15372e-05,0.999794,5.9307e-05,0.000125524,2.14338e-05,0.999527,0.000409353,4.25383e-05
268,11,1067.38,11,1336.3,1,1,9,13366.1,2.02525e-05,0.999806,5.57807e-05,0.000118078,2.01574e-05,0.999555,0.000385203,4.00106e-05
269,11,1067.38,11,1352.25,1,1,9,13359.4,2.07459e-05,0.999801,5.7151e-05,0.000120997,2.06502e-05,0.999544,0.000394852,4.09942e-05
270,11,1067.38,11,1294.37,1,1,13,13352.8,2.12403e-05,0.999796,5.85249e-05,0.000123925,2.1144e-05,0.999532,0.000404533,4.19803e-05
271,11,1067.38,11,1359.2,1,1,9,13346.1,1.99755e-05,0.999808,5.50512e-05,0.000116587,1.9887e-05,0.99956,0.000380708,3.949e-05
272,11,1067.38,11,1324.47,1,1,13,13339.4,2.04654e-05,0.999804,5.64126e-05,0.000119488,2.03762e-05,0.999549,0.000390304,4.0467e-05
273,11,1067.38,11,1324.47,1,1,0,13332.7,1.92588e-05,0.999815,5.30975e-05,0.000112483,1.91767e-05,0.999575,0.000367546,3.80901e-05
274,11,1067.38,11,1420.74,1,1,9,13326.1,2.38777e-05,0.999771,6.58452e-05,0.000139509,2.37764e-05,0.999473,0.000455973,4.72328e-05
275,11,1067.38,11,1283.41,1,1,13,13319.4,2.43741e-05,0.999766,6.72278e-05,0.00014246,2.42725e-05,0.999462,0.000465762,4.82249e-05
276,11,1067.38,11,1285.98,1,1,9,13312.8,2.28541e-05,0.99978,6.30482e-05,0.000133623,2.2761e-05,0.999495,0.000437017,4.52281e-05
277,11,1067.38,11,1382.77,1,1,9,13306.1,2.33477e-05,0.999776,6.44231e-05,0.000136557,2.32542e-05,0.999484,0.00044675,4.62145e-05
278,11,1067.38,11,1304.84,1,1,13,13299.4,2.3841e-05,0.999771,6.57976e-05,0.000139492,2.37471e-05,0.999473,0.00045649,4.72005e-05
279,11,1067.38,11,1322.06,1,1,9,13292.8,2.23604e-05,0.999785,6.17238e-05,0.000130875,2.22743e-05,0.999505,0.000428432,4.42793e-05
280,11,1067.38,12,1531.91,1,1,9,13286.1,2.28506e-05,0.99978,6.30898e-05,0.000133791,2.27641e-05,0.999494,0.000438112,4.52592e-05
281,11,1067.38,12,1695.96,1,1,9,13279.5,2.33407e-05,0.999775,6.4456e-05,0.000136709,2.32538e-05,0.999483,0.000447801,4.62391e-05
282,11,1067.38,12,1695.96,1,1,0,13272.9,2.38303e-05,0.999771,6.58216e-05,0.000139626,2.37431e-05,0.999472,0.000457494,4.72185e-05
283,11,1067.38,12,1635.1,1,1,13,13266.2,2.94209e-05,0.999717,8.12797e-05,0.000172444,2.93131e-05,0.999347,0.000565154,5.83037e-05
284,11,1067.38,12,1566.87,1,1,13,13259.6,2.74716e-05,0.999736,7.59099e-05,0.000161075,2.73734e-05,0.99939,0.000528068,5.44531e-05
285,11,1067.38,12,1593.55,1,1,9,13253,2.56848e-05,0.999753,7.09871e-05,0.000150652,2.55952e-05,0.999429,0.000494058,5.09229e-05
286,11,1067.38,12,1617.32,1,1,9,13246.3,2.617e-05,0.999748,7.23427e-05,0.000153552,2.60802e-05,0.999418,0.000503717,5.18948e-05
287,11,1067.38,12,1745.23,1,1,9,13239.7,2.66534e-05,0.999743,7.36941e-05,0.000156444,2.65634e-05,0.999407,0.000513354,5.28637e-05
288,11,1067.38,12,1732.68,1,1,13,13233.1,2.71349e-05,0.999738,7.50406e-05,0.000159327,2.70447e-05,0.999396,0.000522966,5.3829e-05
289,11,1067.38,12,1804.31,1,1,9,13226.5,2.53707e-05,0.999755,7.01759e-05,0.00014902,2.52884e-05,0.999435,0.000489293,5.03401e-05
290,11,1067.38,12,1804.31,1,1,0,13219.9,2.58523e-05,0.999751,7.15226e-05,0.000151903,2.57698e-05,0.999424,0.000498902,5.13054e-05
291,11,1067.38,12,1803.64,1,1,13,13213.3,3.18656e-05,0.999693,8.81769e-05,0.000187302,3.17633e-05,0.99929,0.000615301,6.32467e-05
292,11,1067.38,12,1803.64,1,1,0,13206.6,2.96942e-05,0.999714,8.21852e-05,0.000174601,2.96014e-05,0.999338,0.000573762,5.89501e-05
293,11,1067.38,12,1803.64,1,1,0,13200,3.65006e-05,0.999648,0.000101044,0.000214699,3.63853e-05,0.999185,0.000705673,7.247e-05
294,11,1067.38,12,1796.77,1,1,13,13193.4,4.46835e-05,0.999569,0.000123722,0.000262924,4.454e-05,0.999002,0.000864342,8.87243e-05
295,11,1067.38,12,1796.77,1,1,0,13186.8,4.13544e-05,0.999601,0.000114527,0.000243421,4.12255e-05,0.999076,0.000800496,8.21331e-05
296,11,1067.38,12,1844.88,1,1,9,13180.3,5.04998e-05,0.999512,0.000139883,0.000297359,5.03392e-05,0.998871,0.00097804,0.000100304
297,11,1067.38,12,1844.88,1,1,0,13173.7,5.0748e-05,0.99951,0.000140599,0.000298926,5.05889e-05,0.998865,0.000983476,0.000100816
298,11,1067.38,12,1844.88,1,1,0,13167.1,6.17189e-05,0.999404,0.000171029,0.000363678,6.15199e-05,0.998619,0.00119669,0.000122616
299,11,1067.38,13,1904.64,1,1,9,13160.5,7.47695e-05,0.999277,0.000207236,0.000440735,7.45196e-05,0.998327,0.00145042,0.000148546
300,11,1067.38,13,1738.55,1,1,13,13153.9,7.45467e-05,0.999279,0.000206661,0.000439578,7.43012e-05,0.998331,0.00144703,0.000148131
301,11,1067.38,12,1651.98,1,1,13,13147.3,6.82758e-05,0.99934,0.000189315,0.000402743,6.80595e-05,0.99847,0.00132626,0.000135706
302,11,1067.38,12,1659.56,1,1,9,13140.8,6.26376e-05,0.999394,0.000173717,0.000369616,6.24465e-05,0.998595,0.0012176,0.000124532
303,11,1067.38,12,1775.13,1,1,9,13134.2,6.26631e-05,0.999394,0.000173823,0.000369898,6.24746e-05,0.998594,0.00121888,0.000124605
304,11,1067.38,12,1699.74,1,1,13,13127.6,6.26857e-05,0.999393,0.000173921,0.000370163,6.24998e-05,0.998593,0.00122009,0.000124672
305,11,1067.38,12,1714.81,1,1,9,13121.1,5.75967e-05,0.999442,0.000159834,0.000340233,5.74321e-05,0.998706,0.00112183,0.000114579
306,11,1067.38,12,1714.81,1,1,0,13114.5,5.77094e-05,0.999441,0.00016018,0.000341019,5.75467e-05,0.998703,0.00112474,0.000114824
307,11,1067.38,12,1703.28,1,1,13,13107.9,7.00057e-05,0.999322,0.00019435,0.000413829,6.98003e-05,0.998426,0.00136504,0.000139293
308,11,1067.38,12,1737.25,1,1,9,13101.4,6.41717e-05,0.999378,0.00017819,0.000379476,6.39907e-05,0.998556,0.00125217,0.000127717
309,11,1067.38,12,1811.18,1,1,9,13094.8,6.41523e-05,0.999378,0.000178172,0.000379497,6.39739e-05,0.998556,0.00125259,0.000127701
310,11,1067.38,12,1824.05,1,1,9,13088.3,6.41309e-05,0.999378,0.000178149,0.000379505,6.3955e-05,0.998555,0.00125296,0.000127681
311,11,1067.38,12,1906.65,1,1,9,13081.7,6.41074e-05,0.999378,0.00017812,0.000379501,6.3934e-05,0.998555,0.0012533,0.000127657
312,11,1067.38,12,1796.75,1,1,13,13075.2,6.4082e-05,0.999378,0.000178086,0.000379485,6.3911e-05,0.998555,0.00125359,0.000127628
313,11,1067.38,12,1836.78,1,1,9,13068.7,5.8828e-05,0.999429,0.000163518,0.000348496,5.86771e-05,0.998673,0.00115162,0.000117193
314,11,1067.38,13,1865.81,1,1,9,13062.1,5.89003e-05,0.999428,0.000163753,0.000349048,5.87512e-05,0.99867,0.00115376,0.000117357
315,11,1067.38,13,1938.06,1,1,9,13055.6,5.8969e-05,0.999427,0.000163977,0.00034958,5.88217e-05,0.998668,0.00115583,0.000117514
316,11,1067.38,13,2085.9,1,1,9,13049.1,5.90341e-05,0.999427,0.000164192,0.000350091,5.88887e-05,0.998666,0.00115784,0.000117664
317,11,1067.38,13,2154.68,1,1,9,13042.6,5.90958e-05,0.999426,0.000164397,0.000350581,5.89521e-05,0.998663,0.00115977,0.000117807
318,11,1067.38,13,2121.49,1,1,13,13036,5.91541e-05,0.999425,0.000164593,0.000351052,5.90121e-05,0.998661,0.00116165,0.000117943
319,11,1067.38,13,2121.49,1,1,0,13029.5,5.4372e-05,0.999472,0.000151318,0.000322787,5.42465e-05,0.998769,0.00106847,0.000108434
320,11,1067.38,13,2121.49,1,1,0,13023,6.60355e-05,0.999358,0.000183816,0.000392169,6.58753e-05,0.998504,0.00129829,0.000131697
321,11,1067.38,13,2088.43,1,1,13,13016.5,7.98911e-05,0.999223,0.000222429,0.000474623,7.96854e-05,0.99819,0.00157141,0.000159328
322,11,1067.38,13,2033.62,1,1,13,13010,7.29859e-05,0.99929,0.000203246,0.000433755,7.28067e-05,0.998345,0.00143661,0.000145594
323,11,1067.38,13,2078.7,1,1,9,13003.5,6.6793e-05,0.99935,0.000186038,0.000397092,6.66362e-05,0.998484,0.00131564,0.000133274
324,11,1067.38,13,2012.11,1,1,13,12997,6.66815e-05,0.999351,0.000185766,0.000396571,6.65271e-05,0.998486,0.00131427,0.000133074
325,11,1067.38,13,2122.88,1,1,9,12990.5,6.11257e-05,0.999405,0.000170323,0.000363659,6.09902e-05,0.998611,0.00120561,0.000122015
326,11,1067.38,14,1980.16,1,1,9,12984,6.11263e-05,0.999405,0.00017036,0.000363792,6.09925e-05,0.998611,0.00120637,0.000122037
327,11,1067.38,15,1947.39,1,1,9,12977.5,6.11245e-05,0.999405,0.000170389,0.000363911,6.09923e-05,0.99861,0.00120709,0.000122053
328,11,1067.38,15,2141.49,1,1,9,12971,6.11204e-05,0.999404,0.000170413,0.000364017,6.09899e-05,0.998609,0.00120776,0.000122065
329,11,1067.38,15,2101.92,1,1,13,12964.5,6.1114e-05,0.999404,0.00017043,0.000364108,6.09851e-05,0.998609,0.00120839,0.000122073
330,11,1067.38,15,1965.63,1,1,13,12958,5.61031e-05,0.999453,0.000156488,0.000334373,5.59898e-05,0.998722,0.00111007,0.000112089
331,11,1067.38,14,1818.07,1,1,13,12951.5,5.15873e-05,0.999497,0.000143922,0.000307569,5.14874e-05,0.998824,0.00102142,0.00010309
332,11,1067.38,14,1870.71,1,1,9,12945.1,4.7511e-05,0.999537,0.000132577,0.000283367,4.74228e-05,0.998916,0.000941345,9.49648e-05
333,11,1067.38,13,1727.67,1,1,13,12938.6,4.77363e-05,0.999534,0.000133233,0.000284813,4.76486e-05,0.998911,0.000946394,9.54304e-05
334,11,1067.38,13,1727.67,1,1,0,12932.1,4.40269e-05,0.99957,0.000122905,0.000262775,4.39493e-05,0.998995,0.000873439,8.80335e-05
335,11,1067.38,13,1748.78,1,1,9,12925.7,5.36964e-05,0.999476,0.000149929,0.000320602,5.35961e-05,0.998773,0.0010658,0.000107372
336,11,1067.38,13,1781.44,1,1,9,12919.2,5.38142e-05,0.999474,0.000150289,0.00032142,5.37148e-05,0.99877,0.0010688,0.000107625
337,11,1067.38,13,1744.65,1,1,13,12912.7,5.39278e-05,0.999473,0.000150637,0.000322214,5.38294e-05,0.998767,0.00107172,0.000107869
338,11,1067.38,13,1829.51,1,1,9,12906.3,4.96066e-05,0.999515,0.000138595,0.000296501,4.95199e-05,0.998865,0.000986506,9.9247e-05
339,11,1067.38,13,1892.52,1,1,9,12899.8,4.97877e-05,0.999513,0.00013913,0.00029769,4.97016e-05,0.99886,0.00099072,9.96252e-05
340,11,1067.38,13,1737.83,1,1,13,12893.4,4.9964e-05,0.999512,0.000139651,0.000298851,4.98785e-05,0.998855,0.000994841,9.99936e-05
341,11,1067.38,13,1769.25,1,1,9,12886.9,4.60221e-05,0.99955,0.00012866,0.000275371,4.59467e-05,0.998945,0.000916968,9.21241e-05
342,11,1067.38,13,1717.42,1,1,13,12880.5,4.62534e-05,0.999548,0.000129333,0.000276855,4.61784e-05,0.998939,0.000922145,9.26017e-05
343,11,1067.38,13,1986.66,1,1,9,12874.1,4.26646e-05,0.999583,0.000119322,0.000255465,4.25982e-05,0.999021,0.000851161,8.54342e-05
344,11,1067.38,13,1963.12,1,1,13,12867.6,4.29401e-05,0.99958,0.000120118,0.000257207,4.2874e-05,0.999014,0.000857185,8.59993e-05
345,11,1067.38,13,1963.12,1,1,0,12861.2,3.96622e-05,0.999612,0.000110971,0.000237657,3.96036e-05,0.999089,0.000792273,7.94503e-05
346,11,1067.38,13,1836.29,1,1,13,12854.8,4.84736e-05,0.999525,0.000135653,0.00029056,4.83972e-05,0.998886,0.000968772,9.71051e-05
347,11,1067.38,13,1801.67,1,1,13,12848.3,4.46611e-05,0.999563,0.000125009,0.000267803,4.45938e-05,0.998973,0.000893173,8.94863e-05
348,11,1067.38,13,1752.78,1,1,13,12841.9,4.12128e-05,0.999596,0.000115381,0.000247214,4.11533e-05,0.999051,0.000824758,8.25938e-05
349,11,1067.38,13,1785.48,1,1,9,12835.5,3.80891e-05,0.999627,0.000106658,0.000228559,3.80364e-05,0.999123,0.000762749,7.63488e-05
350,11,1067.38,13,1810.93,1,1,9,12829.1,3.84125e-05,0.999623,0.000107585,0.000230582,3.83598e-05,0.999115,0.000769695,7.70087e-05
351,11,1067.38,13,1862.66,1,1,9,12822.6,3.87306e-05,0.99962,0.000108499,0.000232575,3.86779e-05,0.999107,0.000776545,7.76582e-05
352,11,1067.38,13,1836.13,1,1,13,12816.2,3.90435e-05,0.999617,0.000109398,0.000234537,3.89909e-05,0.999099,0.000783297,7.82974e-05
353,11,1067.38,13,1897.95,1,1,9,12809.8,3.61148e-05,0.999646,0.000101212,0.000217022,3.60681e-05,0.999166,0.000725016,7.24383e-05
354,11,1067.38,13,1879.85,1,1,13,12803.4,3.64541e-05,0.999642,0.000102185,0.00021914,3.64074e-05,0.999158,0.000732277,7.313e-05
