iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
11135,10,828.937,10,969.277,1,2,9,58.301,1.67473e-24,1,1.23479e-20,9.0029e-18,4.49307e-24,0.191175,0.808825,1.86073e-21
11136,10,828.937,10,969.277,1,2,0,58.2719,9.32563e-25,1,6.8881e-21,5.02877e-18,2.67349e-24,0.114946,0.885054,1.10852e-21
11137,10,828.937,10,963.128,1,2,13,58.2427,2.78981e-24,1,2.06428e-20,1.50905e-17,6.38112e-24,0.277229,0.722771,2.64901e-21
11138,10,828.937,10,922.993,1,2,13,58.2136,7.31509e-25,1,5.42236e-21,3.96914e-18,2.05827e-24,0.0903596,0.90964,8.5549e-22
11139,10,828.937,10,922.993,1,2,0,58.1845,1.96865e-25,1,1.46188e-21,1.0715e-18,5.80159e-25,0.0257364,0.974264,2.41425e-22
11140,10,828.937,10,922.993,1,2,0,58.1554,6.07355e-25,1,4.51814e-21,3.31599e-18,1.66331e-24,0.0745596,0.92544,6.92998e-22
11141,10,828.937,10,952.788,1,2,9,58.1263,1.83242e-24,1,1.36558e-20,1.00356e-17,4.27872e-24,0.19381,0.80619,1.78483e-21
11142,10,828.937,10,956.811,1,2,9,58.0973,1.01652e-24,1,7.58893e-21,5.58446e-18,2.54678e-24,0.11657,0.88343,1.06365e-21
11143,10,828.937,10,873.971,1,2,13,58.0682,5.70329e-25,1,4.26546e-21,3.14297e-18,1.47622e-24,0.0682775,0.931722,6.1728e-22
11144,10,828.937,10,926.973,1,2,9,58.0392,1.53874e-25,1,1.15288e-21,8.5061e-19,4.10863e-25,0.0192025,0.980797,1.7201e-22
11145,10,828.937,10,952.585,1,2,9,58.0102,8.95623e-26,1,6.72227e-22,4.96635e-19,2.36367e-25,0.0111631,0.988837,9.90758e-23
11146,10,828.937,10,897.982,1,2,13,57.9812,5.26736e-26,1,3.96059e-22,2.92991e-19,1.36974e-25,0.00653688,0.993463,5.74836e-23
11147,10,828.937,10,897.982,1,2,0,57.9522,1.48762e-26,1,1.12056e-22,8.30049e-20,3.81339e-26,0.00183899,0.998161,1.60229e-23
11148,10,828.937,10,874.573,1,2,13,57.9232,4.83036e-26,1,3.64499e-22,2.70359e-19,1.21037e-25,0.00589824,0.994102,5.0918e-23
11149,10,828.937,10,885.911,1,2,9,57.8942,1.36522e-26,1,1.03204e-22,7.66504e-20,3.37316e-26,0.00166104,0.998339,1.42075e-23
11150,10,828.937,10,875.334,1,2,13,57.8653,8.32279e-27,1,6.30286e-23,4.68737e-20,2.02112e-26,0.00100572,0.998994,8.52309e-24
11151,10,828.937,10,901.763,1,2,9,57.8364,2.43331e-27,1,1.84604e-23,1.3747e-20,5.81021e-27,0.000292157,0.999708,2.45313e-24
11152,10,828.937,10,885.911,1,2,13,57.8074,1.53393e-27,1,1.1658e-23,8.69293e-21,3.60046e-27,0.000182946,0.999817,1.52199e-24
11153,10,828.937,10,885.911,1,2,0,57.7785,4.63296e-28,1,3.52741e-24,2.63373e-21,1.06937e-27,5.49079e-05,0.999945,4.52593e-25
11154,10,828.937,10,885.911,1,2,0,57.7497,1.61132e-27,1,1.22901e-23,9.18853e-21,3.65762e-27,0.000189779,0.99981,1.5499e-24
11155,10,828.937,10,912.34,1,2,9,57.7208,5.46747e-27,1,4.17769e-23,3.12753e-20,1.22055e-26,0.000639954,0.99936,5.17828e-24
11156,10,828.937,10,942.422,1,2,9,57.6919,3.38726e-27,1,2.59284e-23,1.94364e-20,7.44407e-27,0.000394412,0.999606,3.16204e-24
11157,10,828.937,10,925.279,1,2,13,57.6631,2.11779e-27,1,1.624e-23,1.21899e-20,4.58283e-27,0.000245369,0.999755,1.94902e-24
11158,10,828.937,10,889.428,1,2,13,57.6342,6.34031e-28,1,4.8707e-24,3.66085e-21,1.35144e-27,7.31185e-05,0.999927,5.75445e-25
11159,10,828.937,10,889.428,1,2,0,57.6054,1.94313e-28,1,1.49541e-24,1.12545e-21,4.08035e-28,2.23088e-05,0.999978,1.73953e-25
11160,10,828.937,10,900.185,1,2,9,57.5766,6.87541e-28,1,5.30071e-24,3.99462e-21,1.42262e-27,7.85991e-05,0.999921,6.07226e-25
11161,10,828.937,10,854.965,1,2,13,57.5478,4.43063e-28,1,3.42199e-24,2.58223e-21,9.03679e-28,5.04535e-05,0.99995,3.8619e-25
11162,10,828.937,10,854.965,1,2,0,57.5191,1.36555e-28,1,1.05657e-24,7.98343e-22,2.74625e-28,1.54941e-05,0.999985,1.17504e-25
11163,10,828.937,10,854.965,1,2,9,57.4903,4.86561e-28,1,3.77143e-24,2.85348e-21,9.65038e-28,5.50203e-05,0.999945,4.13413e-25
11164,10,828.937,10,854.965,1,2,0,57.4616,3.15385e-28,1,2.44899e-24,1.85537e-21,6.17115e-28,3.55546e-05,0.999964,2.64686e-25
11165,10,828.937,10,854.965,1,2,0,57.4328,1.10528e-27,1,8.598e-24,6.52255e-21,2.13396e-27,0.000124242,0.999876,9.16384e-25
11166,10,828.937,10,854.965,1,2,9,57.4041,3.77849e-27,1,2.94457e-23,2.23675e-20,7.1985e-27,0.000423526,0.999576,3.095e-24
11167,10,828.937,10,854.965,1,2,0,57.3754,2.34939e-27,1,1.83416e-23,1.39511e-20,4.41978e-27,0.000262781,0.999737,1.9026e-24
11168,10,828.937,10,854.965,1,2,0,57.3467,7.91253e-27,1,6.18837e-23,4.71329e-20,1.46911e-26,0.000882679,0.999117,6.3318e-24
11169,10,828.937,10,875.334,1,2,9,57.318,2.60155e-26,1,2.03832e-22,1.55452e-19,4.76177e-26,0.00289116,0.997109,2.05479e-23
11170,10,828.937,10,875.334,1,2,0,57.2894,1.55538e-26,1,1.22083e-22,9.32302e-20,2.81614e-26,0.00172789,0.998272,1.21669e-23
11171,10,828.937,10,875.334,1,2,0,57.2607,5.04592e-26,1,3.96769e-22,3.034e-19,8.99415e-26,0.00557675,0.994423,3.89058e-23
11172,10,828.937,10,858.721,1,2,13,57.2321,1.59927e-25,1,1.25979e-21,9.64615e-19,2.78425e-25,0.0174457,0.982554,1.20584e-22
11173,10,828.937,10,862.513,1,2,9,57.2035,4.36311e-26,1,3.44312e-22,2.63988e-19,7.60692e-26,0.0048167,0.995183,3.29851e-23
11174,10,828.937,10,862.513,1,2,0,57.1749,2.57851e-26,1,2.03847e-22,1.565e-19,4.45468e-26,0.00285048,0.99715,1.93398e-23
11175,10,828.937,10,886.444,1,2,9,57.1463,8.28181e-26,1,6.55905e-22,5.04228e-19,1.40643e-25,0.00909455,0.990905,6.11338e-23
11176,10,828.937,10,904.402,1,2,9,57.1177,4.82941e-26,1,3.83168e-22,2.94953e-19,8.14522e-26,0.00532267,0.994677,3.54482e-23
11177,10,828.937,10,904.402,1,2,0,57.0892,2.84547e-26,1,2.26167e-22,1.7433e-19,4.75962e-26,0.00314314,0.996857,2.07392e-23
11178,10,828.937,10,958.025,1,2,9,57.0606,9.12144e-26,1,7.26305e-22,5.6058e-19,1.49978e-25,0.0100088,0.989991,6.54298e-23
11179,10,828.937,10,964.606,1,2,9,57.0321,5.3035e-26,1,4.23057e-22,3.2696e-19,8.66934e-26,0.00584665,0.994153,3.7867e-23
11180,10,828.937,10,964.606,1,2,9,57.0036,3.11587e-26,1,2.48998e-22,1.92695e-19,5.0556e-26,0.00344557,0.996554,2.21094e-23
11181,10,828.937,10,964.606,1,2,0,56.9751,1.84937e-26,1,1.48054e-22,1.14729e-19,2.976e-26,0.00204969,0.99795,1.30306e-23
11182,10,828.937,10,959.321,1,2,13,56.9466,5.97914e-26,1,4.79531e-22,3.72089e-19,9.48751e-26,0.00660354,0.993396,4.15923e-23
11183,10,828.937,10,959.321,1,2,9,56.9181,1.65524e-26,1,1.32991e-22,1.03331e-19,2.61472e-26,0.00183916,0.998161,1.14766e-23
11184,10,828.937,10,920.116,1,2,13,56.8897,9.93821e-27,1,7.99923e-23,6.22349e-20,1.55683e-26,0.00110664,0.998893,6.84163e-24
11185,10,828.937,10,920.116,1,2,9,56.8612,2.84801e-27,1,2.29649e-23,1.78907e-20,4.42537e-27,0.000317896,0.999682,1.94713e-24
11186,10,828.937,10,920.116,1,2,0,56.8328,1.76942e-27,1,1.42934e-23,1.11501e-20,2.72582e-27,0.000197881,0.999802,1.2008e-24
11187,10,828.937,10,939.47,1,2,9,56.8044,5.99281e-27,1,4.84971e-23,3.78823e-20,9.14898e-27,0.000671202,0.999329,4.0353e-24
11188,10,828.937,10,939.47,1,2,0,56.776,3.66631e-27,1,2.97232e-23,2.32485e-20,5.55186e-27,0.000411617,0.999588,2.45172e-24
11189,10,828.937,10,939.47,1,2,0,56.7476,1.22394e-26,1,9.94054e-23,7.78554e-20,1.83645e-26,0.00137597,0.998624,8.11974e-24
11190,10,828.937,10,939.47,1,2,9,56.7192,3.98958e-26,1,3.24606e-22,2.54574e-19,5.91957e-26,0.00448225,0.995518,2.62048e-23
11191,10,828.937,10,969.266,1,2,9,56.6908,2.34845e-26,1,1.91423e-22,1.50324e-19,3.46346e-26,0.00265029,0.99735,1.53508e-23
11192,10,828.937,10,983.961,1,2,9,56.6625,1.39651e-26,1,1.14036e-22,8.96718e-20,2.04586e-26,0.00158211,0.998418,9.07874e-24
11193,10,828.937,10,987.219,1,2,9,56.6342,8.38753e-27,1,6.86138e-23,5.40265e-20,1.22023e-26,0.000953627,0.999046,5.4215e-24
11194,10,828.937,10,987.219,1,2,0,56.6059,5.08699e-27,1,4.1689e-23,3.28697e-20,7.34847e-27,0.000580383,0.99942,3.26893e-24
11195,10,828.937,10,987.219,1,2,0,56.5775,1.68724e-26,1,1.38522e-22,1.09364e-19,2.41634e-26,0.00192866,0.998071,1.07621e-23
11196,10,828.937,10,987.219,1,1,0,56.5493,5.46488e-26,1,4.49477e-22,3.55337e-19,7.73706e-26,0.00624102,0.993759,3.4502e-23
11197,10,828.937,10,987.219,1,2,0,56.521,1.72933e-25,1,1.42491e-21,1.12797e-18,7.67099e-26,0.00326652,0.996733,3.42491e-23
11198,10,828.937,10,986.869,1,2,13,56.4927,5.34891e-25,1,4.41528e-21,3.49986e-18,2.39401e-25,0.0103012,0.989699,1.07018e-22
11199,10,828.937,10,992.092,1,2,9,56.4645,1.40687e-25,1,1.1634e-21,9.23427e-19,6.44493e-26,0.00280225,0.997198,2.88454e-23
11200,10,828.937,10,967.353,1,2,13,56.4362,8.0528e-26,1,6.67125e-22,5.30224e-19,3.75063e-26,0.00164786,0.998352,1.68071e-23
11201,10,828.937,10,979.461,1,2,9,56.408,2.19683e-26,1,1.82322e-22,1.45102e-19,1.03998e-26,0.000461714,0.999538,4.66602e-24
11202,10,828.937,10,979.461,1,2,0,56.3798,1.30367e-26,1,1.08391e-22,8.63789e-20,6.26475e-27,0.000281048,0.999719,2.81419e-24
11203,10,828.937,10,898.715,1,2,13,56.3516,4.24413e-26,1,3.53509e-22,2.82094e-19,2.06796e-26,0.000937453,0.999063,9.30083e-24
11204,10,828.937,10,898.715,1,2,0,56.3235,1.17087e-26,1,9.77025e-23,7.80692e-20,5.79068e-27,0.000265259,0.999735,2.6076e-24
11205,10,828.937,10,883.86,1,2,13,56.2953,3.81993e-26,1,3.19328e-22,2.555e-19,1.91452e-26,0.000886202,0.999114,8.6318e-24
11206,10,828.937,10,883.86,1,2,0,56.2671,1.05501e-26,1,8.83533e-23,7.07878e-20,5.36378e-27,0.000250887,0.999749,2.42127e-24
11207,10,828.937,10,883.86,1,2,0,56.239,3.44905e-26,1,2.89368e-22,2.32149e-19,1.77612e-26,0.00083949,0.999161,8.02744e-24
11208,10,828.937,10,883.86,1,2,0,56.2109,1.10142e-25,1,9.2574e-22,7.43681e-19,5.7359e-26,0.00273955,0.99726,2.59559e-23
11209,10,828.937,10,883.86,1,2,9,56.1828,3.43734e-25,1,2.89429e-21,2.3282e-18,1.80242e-25,0.00869901,0.991301,8.16622e-23
11210,10,828.937,10,909.726,1,2,9,56.1547,1.92647e-25,1,1.62505e-21,1.30896e-18,1.0268e-25,0.0050077,0.994992,4.65783e-23
11211,10,828.937,10,909.726,1,2,0,56.1266,1.09178e-25,1,9.22625e-22,7.44159e-19,5.90394e-26,0.0029096,0.99709,2.68146e-23
11212,10,828.937,10,909.726,1,2,0,56.0986,3.40783e-25,1,2.88506e-21,2.33011e-18,1.85347e-25,0.00923032,0.99077,8.42843e-23
11213,10,828.937,10,909.726,1,2,9,56.0705,1.04e-24,1,8.82051e-21,7.13342e-18,5.61409e-25,0.0282521,0.971748,2.55606e-22
11214,10,828.937,10,907.756,1,2,13,56.0425,5.69457e-25,1,4.83847e-21,3.91827e-18,3.14919e-25,0.0160144,0.983986,1.43557e-22
11215,10,828.937,10,913.213,1,2,9,56.0145,1.48426e-25,1,1.26341e-21,1.0245e-18,8.40112e-26,0.00431709,0.995683,3.83436e-23
11216,10,828.937,10,913.213,1,2,0,55.9864,8.44091e-26,1,7.19795e-22,5.84465e-19,4.84016e-26,0.00251337,0.997487,2.21181e-23
11217,10,828.937,10,913.213,1,2,9,55.9585,2.64817e-25,1,2.26231e-21,1.83943e-18,1.52678e-25,0.00801159,0.991988,6.9855e-23
11218,10,828.937,10,957.703,1,2,9,55.9305,1.48782e-25,1,1.27334e-21,1.03671e-18,8.70031e-26,0.0046134,0.995387,3.98553e-23
11219,10,828.937,10,932.615,1,2,13,55.9025,8.45213e-26,1,7.24679e-22,5.90801e-19,5.00458e-26,0.00268163,0.997318,2.29536e-23
11220,10,828.937,10,932.615,1,2,0,55.8746,2.28223e-26,1,1.96031e-22,1.60031e-19,1.36801e-26,0.000740742,0.999259,6.2821e-24
11221,10,828.937,10,949.641,1,2,9,55.8466,7.34793e-26,1,6.32292e-22,5.16866e-19,4.44176e-26,0.00243042,0.99757,2.04223e-23
11222,10,828.937,10,949.641,1,2,0,55.8187,4.22869e-26,1,3.6454e-22,2.98393e-19,2.58428e-26,0.00142894,0.998571,1.18966e-23
11223,10,828.937,10,949.641,1,2,0,55.7908,1.34495e-25,1,1.16154e-21,9.52052e-19,8.2732e-26,0.00462272,0.995377,3.81319e-23
11224,10,828.937,10,949.641,1,2,0,55.7629,4.18078e-25,1,3.6172e-21,2.9688e-18,2.57055e-25,0.0145144,0.985486,1.18624e-22
11225,10,828.937,10,959.668,1,2,9,55.735,1.27073e-24,1,1.10143e-20,9.05205e-18,7.6531e-25,0.043668,0.956332,3.53604e-22
11226,10,828.937,10,934.58,1,2,13,55.7071,6.90221e-25,1,5.99347e-21,4.93234e-18,4.27851e-25,0.0246701,0.97533,1.97927e-22
11227,10,828.937,10,934.58,1,2,0,55.6793,1.78167e-25,1,1.5499e-21,1.27721e-18,1.135e-25,0.00661344,0.993387,5.25706e-23
11228,10,828.937,10,934.58,1,2,0,55.6514,5.50755e-25,1,4.79982e-21,3.96064e-18,3.4899e-25,0.0205494,0.979451,1.61843e-22
11229,10,828.937,10,905.141,1,2,13,55.6236,1.66488e-24,1,1.45358e-20,1.20105e-17,1.02046e-24,0.0607206,0.939279,4.73815e-22
11230,10,828.937,10,905.141,1,2,0,55.5958,4.21705e-25,1,3.68851e-21,3.05183e-18,2.72967e-25,0.0164137,0.983586,1.26899e-22
11231,10,828.937,10,905.141,1,2,0,55.568,1.28153e-24,1,1.12295e-20,9.30365e-18,8.08605e-25,0.0491348,0.950865,3.76372e-22
11232,10,828.937,10,916.888,1,2,9,55.5402,3.80971e-24,1,3.34435e-20,2.77452e-17,2.20374e-24,0.135323,0.864677,1.02701e-21
11233,10,828.937,10,904.679,1,2,13,55.5125,2.01999e-24,1,1.77647e-20,1.47577e-17,1.25598e-24,0.0779382,0.922062,5.86043e-22
11234,10,828.937,10,888.379,1,2,13,55.4847,5.08695e-25,1,4.48183e-21,3.7282e-18,3.3838e-25,0.0212194,0.978781,1.58083e-22
11235,10,828.937,10,888.379,1,2,0,55.457,1.31587e-25,1,1.16145e-21,9.67447e-19,8.9603e-26,0.00567821,0.994322,4.1912e-23
11236,10,828.937,10,888.379,1,2,9,55.4292,4.09214e-25,1,3.61848e-21,3.01814e-18,2.77337e-25,0.0177606,0.982239,1.29884e-22
11237,10,828.937,10,888.379,1,2,0,55.4015,2.26467e-25,1,2.00618e-21,1.67559e-18,1.55824e-25,0.0100843,0.989916,7.30665e-23
11238,10,828.937,10,888.379,1,2,0,55.3738,6.96745e-25,1,6.18342e-21,5.17142e-18,4.7271e-25,0.0309151,0.969085,2.21929e-22
11239,10,828.937,10,907.733,1,1,9,55.3461,2.09641e-24,1,1.8639e-20,1.56094e-17,1.34655e-24,0.0889944,0.911006,6.3296e-22
11240,10,828.937,10,932.866,1,2,9,55.3185,1.12211e-24,1,9.99472e-21,8.38148e-18,1.19234e-24,0.184421,0.815579,5.61163e-22
11241,10,828.937,10,932.866,1,1,0,55.2908,6.07886e-25,1,5.42435e-21,4.55494e-18,7.01459e-25,0.10966,0.89034,3.3054e-22
11242,10,828.937,10,932.866,1,2,9,55.2632,1.834e-24,1,1.63951e-20,1.37859e-17,7.42042e-25,0.047634,0.952366,3.50095e-22
11243,10,828.937,10,888.379,1,2,13,55.2355,9.83249e-25,1,8.80581e-21,7.41437e-18,4.13471e-25,0.0268223,0.973178,1.95315e-22
11244,10,828.937,10,907.786,1,2,9,55.2079,2.49934e-25,1,2.24245e-21,1.89065e-18,1.09022e-25,0.0071471,0.992853,5.15635e-23
11245,10,828.937,10,907.786,1,2,0,55.1803,1.39295e-25,1,1.25205e-21,1.05706e-18,6.19483e-26,0.004104,0.995896,2.93353e-23
11246,10,828.937,10,920.767,1,2,9,55.1527,4.32698e-25,1,3.89639e-21,3.294e-18,1.93788e-25,0.0129739,0.987026,9.18804e-23
11247,10,828.937,10,888.379,1,2,13,55.1251,2.38384e-25,1,2.15054e-21,1.82051e-18,1.09061e-25,0.00737871,0.992621,5.1773e-23
11248,10,828.937,10,888.379,1,2,0,55.0976,6.21971e-26,1,5.62122e-22,4.76499e-19,2.90521e-26,0.00198634,0.998014,1.38085e-23
11249,10,828.937,10,901.359,1,2,9,55.07,1.96315e-25,1,1.77748e-21,1.50877e-18,9.26755e-26,0.00640338,0.993597,4.4103e-23
11250,10,828.937,10,901.359,1,2,0,55.0425,1.09749e-25,1,9.95502e-22,8.46147e-19,5.27229e-26,0.00368139,0.996319,2.5121e-23
11251,10,828.937,10,890.349,1,2,13,55.015,3.42529e-25,1,3.11267e-21,2.64925e-18,1.65603e-25,0.0116856,0.988314,7.90029e-23
11252,10,828.937,10,890.349,1,2,9,54.9875,8.85555e-26,1,8.06199e-22,6.87097e-19,4.38008e-26,0.00312346,0.996877,2.09215e-23
11253,10,828.937,10,890.349,1,2,9,54.96,5.02415e-26,1,4.58228e-22,3.9106e-19,2.52305e-26,0.00181824,0.998182,1.20662e-23
11254,10,828.937,10,890.349,1,2,0,54.9325,2.88162e-26,1,2.63298e-22,2.25007e-19,1.46803e-26,0.00106913,0.998931,7.02936e-24
11255,10,828.937,10,890.349,1,2,0,54.905,9.23499e-26,1,8.45356e-22,7.23394e-19,4.75627e-26,0.00350056,0.996499,2.28026e-23
11256,10,828.937,10,890.349,1,2,0,54.8776,2.89215e-25,1,2.65226e-21,2.27267e-18,1.49756e-25,0.0111386,0.988861,7.18853e-23
11257,10,828.937,10,890.349,1,2,0,54.8501,8.85493e-25,1,8.1353e-21,6.98042e-18,4.53641e-25,0.0340983,0.965902,2.18023e-22
11258,10,828.937,10,890.349,1,2,0,54.8227,2.65171e-24,1,2.44066e-20,2.09702e-17,1.28517e-24,0.0976244,0.902376,6.18428e-22
11259,10,828.937,10,959.727,1,2,9,54.7953,7.77023e-24,1,7.16486e-20,6.16438e-17,3.19028e-24,0.244907,0.755093,1.53707e-21
11260,10,828.937,10,939.553,1,2,13,54.7679,4.02492e-24,1,3.71813e-20,3.20327e-17,1.89026e-24,0.146647,0.853353,9.11846e-22
11261,10,828.937,10,960.259,1,2,9,54.7405,9.86625e-25,1,9.13088e-21,7.87714e-18,5.26753e-25,0.0412988,0.958701,2.54416e-22
11262,10,828.937,10,973.663,1,2,9,54.7131,5.32021e-25,1,4.93267e-21,4.26114e-18,2.9278e-25,0.023198,0.976802,1.41584e-22
11263,10,828.937,10,940.215,1,2,13,54.6858,2.90314e-25,1,2.69659e-21,2.33263e-18,1.63265e-25,0.0130733,0.986927,7.90506e-23
11264,10,828.937,10,931.266,1,2,13,54.6584,7.48569e-26,1,6.96583e-22,6.03381e-19,4.2983e-26,0.00347832,0.996522,2.08375e-23
11265,10,828.937,10,931.266,1,2,0,54.6311,1.9817e-26,1,1.84745e-22,1.60243e-19,1.15332e-26,0.000943198,0.999057,5.59801e-24
11266,10,828.937,10,926.96,1,2,13,54.6038,6.39821e-26,1,5.97568e-22,5.19017e-19,3.75557e-26,0.00310395,0.996896,1.82515e-23
11267,10,828.937,10,926.96,1,2,9,54.5765,1.6974e-26,1,1.58821e-22,1.38131e-19,1.00912e-26,0.000842877,0.999157,4.91023e-24
11268,10,828.937,10,926.96,1,2,9,54.5492,9.89942e-27,1,9.27956e-23,8.08159e-20,5.94812e-27,0.000502097,0.999498,2.89786e-24
11269,10,828.937,10,926.96,1,2,0,54.5219,5.83342e-27,1,5.47817e-23,4.77742e-20,3.54125e-27,0.0003021,0.999698,1.7274e-24
11270,10,828.937,10,926.96,1,2,9,54.4947,1.92958e-26,1,1.81539e-22,1.58531e-19,1.18215e-26,0.00101919,0.998981,5.77361e-24
11271,10,828.937,10,927.554,1,2,9,54.4674,1.12134e-26,1,1.05691e-22,9.24215e-20,6.93961e-27,0.00060465,0.999395,3.39349e-24
11272,10,828.937,10,927.554,1,2,9,54.4402,6.58463e-27,1,6.21768e-23,5.44442e-20,4.11488e-27,0.000362339,0.999638,2.01468e-24
11273,10,828.937,10,927.554,1,2,0,54.413,3.90621e-27,1,3.69529e-23,3.24011e-20,2.46424e-27,0.000219297,0.999781,1.20801e-24
11274,10,828.937,10,912.451,1,2,13,54.3858,1.3024e-26,1,1.23433e-22,1.08376e-19,8.28711e-27,0.000745319,0.999255,4.06751e-24
11275,10,828.937,10,878.058,1,2,13,54.3586,3.55172e-27,1,3.37227e-23,2.9649e-20,2.28147e-27,0.000207369,0.999793,1.12119e-24
11276,10,828.937,10,878.058,1,2,0,54.3314,9.93331e-28,1,9.44871e-24,8.3186e-21,6.43782e-28,5.91374e-05,0.999941,3.16768e-25
11277,10,828.937,10,903.147,1,2,9,54.3042,3.40297e-27,1,3.2429e-23,2.85891e-20,2.22417e-27,0.000206484,0.999794,1.09574e-24
11278,10,828.937,10,920.297,1,2,9,54.2771,2.04181e-27,1,1.94933e-23,1.72084e-20,1.34591e-27,0.000126278,0.999874,6.63887e-25
11279,10,828.937,10,920.297,1,2,0,54.2499,1.23713e-27,1,1.18326e-23,1.04599e-20,8.2228e-28,7.79698e-05,0.999922,4.06104e-25
11280,10,828.937,10,943.985,1,2,9,54.2228,4.21979e-27,1,4.04347e-23,3.57922e-20,2.827e-27,0.000270912,0.999729,1.39792e-24
11281,10,828.937,10,943.985,1,2,0,54.1957,2.51854e-27,1,2.41773e-23,2.14305e-20,1.70087e-27,0.00016473,0.999835,8.42107e-25
11282,10,828.937,10,947.631,1,2,9,54.1686,8.47055e-27,1,8.14643e-23,7.23071e-20,5.76283e-27,0.000564071,0.999436,2.85674e-24
11283,10,828.937,10,899.495,1,2,13,54.1415,4.98285e-27,1,4.80098e-23,4.26711e-20,3.41671e-27,0.000337991,0.999662,1.69583e-24
11284,10,828.937,10,886.174,1,2,13,54.1144,1.37878e-27,1,1.3309e-23,1.18451e-20,9.52739e-28,9.52514e-05,0.999905,4.73464e-25
11285,10,828.937,10,886.174,1,2,0,54.0874,3.91155e-28,1,3.78264e-24,3.37115e-21,2.72292e-28,2.75126e-05,0.999972,1.35484e-25
11286,10,828.937,10,866.819,1,2,13,54.0603,1.36499e-27,1,1.32243e-23,1.18017e-20,9.56971e-28,9.77235e-05,0.999902,4.7675e-25
11287,10,828.937,10,858.657,1,2,13,54.0333,3.86933e-28,1,3.75558e-24,3.35615e-21,2.73206e-28,2.81963e-05,0.999972,1.36277e-25
11288,10,828.937,10,862.513,1,2,9,54.0063,1.12401e-28,1,1.09297e-24,9.78054e-22,7.99145e-29,8.33551e-06,0.999992,3.99114e-26
11289,10,828.937,10,866.819,1,2,9,53.9793,7.1881e-29,1,7.00246e-25,6.27473e-22,5.14523e-29,5.42395e-06,0.999995,2.57286e-26
11290,10,828.937,10,881.674,1,2,9,53.9523,4.63611e-29,1,4.52468e-25,4.05997e-22,3.34057e-29,3.55908e-06,0.999996,1.67252e-26
11291,10,828.937,10,886.174,1,2,9,53.9253,3.01519e-29,1,2.94814e-25,2.64895e-22,2.18676e-29,2.35464e-06,0.999998,1.09621e-26
11292,10,828.937,10,886.174,1,2,9,53.8984,1.9771e-29,1,1.93668e-25,1.74251e-22,1.44304e-29,1.57039e-06,0.999998,7.24283e-27
11293,10,828.937,10,886.174,1,2,0,53.8714,1.30683e-29,1,1.28248e-25,1.15547e-22,9.59795e-30,1.05564e-06,0.999999,4.82336e-27
11294,10,828.937,10,866.819,1,2,13,53.8445,4.87791e-29,1,4.7958e-25,4.32673e-22,3.6045e-29,4.00675e-06,0.999996,1.81366e-26
11295,10,828.937,10,866.819,1,2,0,53.8176,1.47118e-29,1,1.44908e-25,1.30913e-22,1.09366e-29,1.22868e-06,0.999999,5.50976e-27
11296,10,828.937,10,866.819,1,2,0,53.7906,5.47849e-29,1,5.40612e-25,4.89066e-22,4.09661e-29,4.6515e-06,0.999995,2.06641e-26
11297,10,828.937,10,901.076,1,2,9,53.7638,1.98768e-28,1,1.96504e-24,1.7801e-21,1.49488e-28,1.71548e-05,0.999983,7.54985e-26
11298,10,828.937,10,878.058,1,2,13,53.7369,1.25297e-28,1,1.24098e-24,1.12572e-21,9.47659e-29,1.09912e-05,0.999989,4.79211e-26
11299,10,828.937,10,878.058,1,2,0,53.71,3.70164e-29,1,3.67297e-25,3.33636e-22,2.81521e-29,3.30004e-06,0.999997,1.42537e-26
11300,10,828.937,10,878.058,1,2,0,53.6831,1.35348e-28,1,1.34547e-24,1.22383e-21,1.03495e-28,1.22615e-05,0.999988,5.24658e-26
11301,10,828.937,10,878.058,1,2,0,53.6563,4.82348e-28,1,4.80377e-24,4.37544e-21,3.70784e-28,4.43976e-05,0.999956,1.88199e-25
11302,10,828.937,10,878.058,1,2,0,53.6295,1.67625e-27,1,1.67248e-23,1.52543e-20,1.29513e-27,0.000156735,0.999843,6.58189e-25
11303,10,828.937,10,878.058,1,2,9,53.6027,5.68333e-27,1,5.68099e-23,5.18857e-20,4.41192e-27,0.000539634,0.99946,2.24495e-24
11304,10,828.937,10,878.058,1,2,9,53.5759,3.34547e-27,1,3.35026e-23,3.06404e-20,2.61066e-27,0.000322731,0.999677,1.33006e-24
11305,10,828.937,10,828.937,1,2,33,53.5491,1.98939e-27,1,1.99591e-23,1.82789e-20,1.56026e-27,0.000194943,0.999805,7.95904e-25
11306,10,828.937,10,828.937,1,2,0,53.5223,1.1933e-29,1,1.19942e-25,1.09995e-22,9.40586e-30,1.18776e-06,0.999999,4.804e-27
11307,10,828.937,10,828.937,1,2,0,53.4955,4.46214e-29,1,4.49331e-25,4.12629e-22,3.53377e-29,4.51014e-06,0.999995,1.80711e-26
11308,10,828.937,10,828.937,1,2,0,53.4688,1.62553e-28,1,1.6399e-24,1.50801e-21,1.29328e-28,1.66826e-05,0.999983,6.62184e-26
11309,10,828.937,10,828.937,1,2,0,53.4421,5.77201e-28,1,5.8338e-24,5.37193e-21,4.61287e-28,6.01405e-05,0.99994,2.36483e-25
