iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,d_weight_4,r_weight_0,r_weight_1,r_weight_2,r_weight_3
578,19,1706.66,19,1730.97,3,0,5,168.568,0.208087,0.166363,0.210242,0.214575,0.200733,0.232726,0.278829,0.261923,0.226522
579,19,1706.66,19,1730.97,3,3,2,168.534,0.207569,0.16593,0.209719,0.216552,0.20023,0.236208,0.277575,0.260737,0.22548
580,19,1706.66,19,1727.82,4,2,5,168.5,0.207954,0.166219,0.210109,0.215119,0.200598,0.23616,0.277541,0.260697,0.225601
581,19,1706.66,19,1727.82,4,3,0,168.466,0.207324,0.165697,0.209474,0.214471,0.203034,0.235316,0.276572,0.263322,0.22479
582,19,1706.66,19,1727.82,4,2,2,168.433,0.208126,0.166319,0.210285,0.215304,0.199967,0.235976,0.277369,0.264075,0.22258
583,19,1706.66,19,1727.82,4,1,2,168.399,0.208326,0.166461,0.210489,0.215515,0.199209,0.236416,0.277909,0.262686,0.222989
584,19,1706.66,19,1730.64,0,0,2,168.365,0.208517,0.166594,0.210682,0.215716,0.19849,0.237042,0.27599,0.263395,0.223573
585,19,1706.66,19,1751.06,2,3,2,168.332,0.207409,0.166813,0.210983,0.216027,0.198768,0.236682,0.276131,0.263524,0.223663
586,19,1706.66,19,1829.55,1,2,2,168.298,0.20773,0.167053,0.209781,0.216365,0.199071,0.236624,0.276084,0.263473,0.22382
587,19,1706.66,19,1750.85,2,0,5,168.264,0.207578,0.167662,0.209628,0.216211,0.198921,0.237067,0.276622,0.262078,0.224233
588,19,1706.66,19,1750.85,4,1,2,168.231,0.207004,0.167181,0.211831,0.215618,0.198367,0.24038,0.275432,0.260943,0.223245
589,19,1706.66,19,1750.85,1,2,0,168.197,0.207183,0.167308,0.212017,0.215809,0.197684,0.241008,0.273537,0.261635,0.223819
590,19,1706.66,19,1764.03,1,0,2,168.163,0.207503,0.166019,0.212346,0.216147,0.197985,0.242302,0.275023,0.257662,0.225013
591,19,1706.66,19,1764.03,2,0,0,168.13,0.207343,0.166659,0.212185,0.215985,0.197828,0.241719,0.275246,0.257863,0.225173
592,19,1706.66,19,1770.58,1,2,2,168.096,0.208266,0.167383,0.208696,0.216951,0.198704,0.238712,0.276348,0.258887,0.226052
593,19,1706.66,19,1764.89,0,1,5,168.063,0.208113,0.167995,0.208543,0.216796,0.198553,0.239091,0.276808,0.257696,0.226405
594,19,1706.66,19,1764.89,0,2,0,168.029,0.210392,0.167497,0.207948,0.216181,0.197981,0.238377,0.278964,0.256936,0.225723
595,19,1706.66,19,1750.27,4,2,5,167.995,0.206996,0.168204,0.208847,0.21712,0.198833,0.239528,0.280333,0.253334,0.226806
596,19,1706.66,19,1749.17,4,1,5,167.962,0.206332,0.167647,0.208179,0.21643,0.201412,0.238569,0.279233,0.256306,0.225892
597,19,1706.66,19,1749.17,2,2,2,167.928,0.205695,0.167113,0.207538,0.215767,0.203887,0.237856,0.281384,0.255549,0.225211
598,19,1706.66,19,1743.91,2,1,5,167.895,0.205977,0.167324,0.206465,0.216068,0.204166,0.238149,0.281753,0.254616,0.225482
599,19,1706.66,19,1754.04,3,3,2,167.861,0.205382,0.166823,0.208772,0.215448,0.203575,0.237437,0.283898,0.253863,0.224801
600,19,1706.66,19,1763.04,4,0,2,167.827,0.20576,0.167113,0.209158,0.214021,0.203949,0.237333,0.283799,0.253761,0.225106
601,19,1706.66,19,1763.04,0,3,0,167.794,0.206014,0.167302,0.209419,0.21429,0.202975,0.237161,0.283879,0.253818,0.225143
602,19,1706.66,19,1761.52,0,0,5,167.76,0.202769,0.167971,0.21028,0.215174,0.203806,0.237781,0.284647,0.25449,0.223082
603,19,1706.66,19,1750.62,4,0,5,167.727,0.205175,0.16745,0.20965,0.214532,0.203193,0.24131,0.283344,0.253312,0.222034
604,19,1706.66,19,1750.62,3,3,0,167.693,0.204567,0.166937,0.209032,0.213902,0.205563,0.244698,0.282094,0.25218,0.221027
605,19,1706.66,19,1750.62,4,0,0,167.66,0.205525,0.167701,0.210013,0.210236,0.206526,0.2453,0.282808,0.252803,0.219089
606,19,1706.66,19,1750.62,0,0,0,167.626,0.206408,0.168405,0.210918,0.211142,0.203128,0.24229,0.283951,0.253811,0.219947
607,19,1706.66,19,1758.41,0,0,2,167.593,0.203049,0.169103,0.211816,0.212041,0.203989,0.239452,0.285031,0.254762,0.220755
608,19,1706.66,19,1758.41,3,3,0,167.559,0.20207,0.169297,0.212083,0.212308,0.204242,0.239231,0.28513,0.254836,0.220803
609,19,1706.66,19,1804.54,1,2,2,167.526,0.203,0.170061,0.213064,0.208691,0.205184,0.239787,0.285818,0.255437,0.218959
610,19,1706.66,19,1786.54,0,1,5,167.492,0.202896,0.170477,0.21296,0.208587,0.20508,0.240044,0.286148,0.254625,0.219183
611,19,1706.66,19,1786.54,4,0,0,167.459,0.20526,0.169958,0.212336,0.207973,0.204474,0.239319,0.288307,0.253863,0.218511
612,19,1706.66,19,1786.54,0,3,2,167.425,0.206094,0.170632,0.213202,0.208819,0.201252,0.236722,0.289308,0.254729,0.21924
613,19,1706.66,19,1786.54,0,1,2,167.392,0.205027,0.170849,0.213496,0.209105,0.201524,0.236515,0.289084,0.254516,0.219884
614,19,1706.66,19,1786.54,0,2,0,167.358,0.204016,0.171053,0.213775,0.209376,0.201781,0.237193,0.287048,0.255254,0.220506
615,19,1706.66,19,1780.88,4,2,5,167.325,0.200866,0.171716,0.214628,0.21021,0.20258,0.238251,0.288355,0.251913,0.221481
616,19,1706.66,19,1780.88,4,1,0,167.291,0.200251,0.171177,0.213978,0.209571,0.205022,0.237206,0.287118,0.255174,0.220502
617,19,1706.66,19,1741.71,2,1,5,167.258,0.201057,0.171853,0.214846,0.210419,0.201825,0.238795,0.282339,0.256894,0.221972
618,19,1706.66,19,1748.52,4,0,2,167.224,0.20053,0.171389,0.216913,0.209872,0.201297,0.238065,0.284533,0.256117,0.221285
619,19,1706.66,19,1743.03,0,0,5,167.191,0.200717,0.171536,0.217124,0.210073,0.200549,0.237894,0.284612,0.256175,0.221319
620,19,1706.66,19,1783.94,1,2,2,167.157,0.203294,0.170969,0.216433,0.209401,0.199903,0.241458,0.283296,0.254978,0.220268
621,19,1706.66,19,1767.89,2,2,5,167.124,0.203177,0.171437,0.216315,0.209284,0.199786,0.241734,0.283643,0.254113,0.22051
622,19,1706.66,19,1767.89,4,1,2,167.09,0.202646,0.170974,0.218376,0.20874,0.199263,0.240735,0.282493,0.257184,0.219588
623,19,1706.66,19,1767.89,0,0,0,167.057,0.202807,0.171095,0.218557,0.208909,0.198632,0.241398,0.280518,0.257901,0.220183
624,19,1706.66,19,1767.89,0,2,2,167.024,0.19984,0.171718,0.21938,0.20969,0.199371,0.238493,0.281606,0.258891,0.22101
625,19,1706.66,19,1812.04,1,1,2,166.99,0.199221,0.171838,0.21956,0.209857,0.199524,0.238829,0.282027,0.257831,0.221313
626,19,1706.66,19,1812.04,0,1,2,166.957,0.199093,0.172354,0.219429,0.209728,0.199396,0.23948,0.28007,0.258543,0.221907
627,19,1706.66,19,1812.04,3,0,0,166.923,0.198505,0.172467,0.2196,0.209886,0.199542,0.240121,0.27814,0.259246,0.222493
628,19,1706.66,19,1811.68,3,1,5,166.89,0.199332,0.173173,0.220525,0.206597,0.200373,0.237224,0.279213,0.260236,0.223327
629,19,1706.66,19,1811.68,1,0,0,166.857,0.1987,0.172612,0.219838,0.209111,0.199739,0.236489,0.28144,0.259443,0.222628
630,19,1706.66,19,1811.68,0,1,0,166.823,0.199047,0.171152,0.220232,0.209481,0.200088,0.233839,0.28243,0.260345,0.223386
631,19,1706.66,19,1788.71,2,2,5,166.79,0.196315,0.171722,0.220994,0.210199,0.20077,0.235369,0.277726,0.262063,0.224842
632,19,1706.66,19,1788.71,1,0,0,166.757,0.195791,0.171251,0.223078,0.209645,0.200235,0.234495,0.276717,0.264786,0.224002
633,19,1706.66,19,1797.66,1,2,2,166.723,0.196095,0.169937,0.22344,0.209978,0.200549,0.23182,0.277695,0.265716,0.224769
634,19,1706.66,19,1797.66,0,1,2,166.69,0.195926,0.170628,0.223262,0.209805,0.200379,0.232258,0.278245,0.264306,0.225191
635,19,1706.66,19,1780.95,2,2,5,166.657,0.195582,0.170687,0.223369,0.209898,0.200464,0.232861,0.276358,0.265009,0.225772
636,19,1706.66,19,1770.83,0,3,5,166.623,0.195058,0.170217,0.225453,0.209343,0.199929,0.232027,0.275393,0.267619,0.224961
637,19,1706.66,19,1767.6,3,3,5,166.59,0.198062,0.169567,0.224624,0.208565,0.199181,0.230898,0.274076,0.266335,0.228692
638,19,1706.66,19,1767.6,4,0,0,166.557,0.197417,0.169002,0.223907,0.211141,0.198533,0.229811,0.272809,0.265101,0.232279
639,19,1706.66,19,1767.6,2,1,2,166.523,0.198062,0.169541,0.224653,0.211839,0.195906,0.227228,0.273732,0.265994,0.233046
640,19,1706.66,19,1767.6,0,0,2,166.49,0.198453,0.169863,0.223128,0.212264,0.196292,0.227801,0.271876,0.266686,0.233637
641,19,1706.66,19,1767.6,2,3,0,166.457,0.197991,0.169946,0.223268,0.212392,0.196402,0.227706,0.271917,0.266723,0.233654
642,19,1706.66,19,1767.6,3,0,0,166.423,0.198981,0.170782,0.219393,0.213461,0.197383,0.228518,0.272911,0.267695,0.230877
643,19,1706.66,19,1765.81,4,3,5,166.39,0.199865,0.171528,0.220379,0.209968,0.198259,0.226005,0.273807,0.268572,0.231616
644,19,1706.66,19,1763.54,0,2,5,166.357,0.19917,0.170919,0.219623,0.209243,0.201045,0.224955,0.272561,0.267347,0.235137
645,19,1706.66,19,1748.04,2,1,5,166.324,0.201902,0.170322,0.218884,0.208533,0.200359,0.224199,0.271671,0.269778,0.234352
646,19,1706.66,19,1748.04,4,1,2,166.29,0.201363,0.169853,0.22098,0.20798,0.199824,0.223492,0.273938,0.268952,0.233618
647,19,1706.66,19,1748.72,3,2,2,166.257,0.20151,0.169962,0.221152,0.208135,0.19924,0.224058,0.272071,0.269658,0.234214
648,19,1706.66,19,1746.37,3,0,5,166.224,0.201747,0.170148,0.221422,0.207209,0.199474,0.224583,0.272736,0.267912,0.234769
649,19,1706.66,19,1746.37,3,0,2,166.191,0.201102,0.169589,0.220724,0.20975,0.198835,0.228264,0.271448,0.266645,0.233643
650,19,1706.66,19,1746.37,1,0,0,166.157,0.201361,0.169793,0.221019,0.208738,0.199089,0.228127,0.271504,0.266697,0.233673
651,19,1706.66,19,1746.37,4,0,0,166.124,0.20168,0.168464,0.221379,0.209073,0.199404,0.225567,0.272411,0.267585,0.234436
652,19,1706.66,19,1746.37,3,3,2,166.091,0.202374,0.169028,0.222151,0.209796,0.196651,0.223152,0.273268,0.268425,0.235156
653,19,1706.66,19,1746.37,2,3,0,166.058,0.202623,0.16922,0.222435,0.208833,0.19689,0.223238,0.2734,0.268553,0.234809
654,19,1706.66,19,1746.37,2,0,2,166.024,0.203635,0.17005,0.218565,0.209879,0.197871,0.224042,0.274414,0.269545,0.231999
655,19,1706.66,19,1810.29,1,3,2,165.991,0.204014,0.170351,0.217127,0.210273,0.198236,0.224157,0.274381,0.269511,0.231951
656,19,1706.66,19,1807.23,1,0,5,165.958,0.203886,0.170864,0.216997,0.210144,0.198109,0.224197,0.274457,0.269583,0.231762
657,19,1706.66,19,1807.23,2,3,0,165.925,0.203031,0.174332,0.216095,0.209266,0.197276,0.227952,0.273137,0.268284,0.230627
658,19,1706.66,19,1800.62,1,2,5,165.892,0.204006,0.175155,0.212346,0.210274,0.198219,0.228719,0.274081,0.269209,0.227992
659,19,1706.66,19,1800.62,0,2,2,165.858,0.203205,0.178386,0.211518,0.209452,0.197439,0.227947,0.273181,0.271649,0.227222
660,19,1706.66,19,1807.06,1,1,2,165.825,0.202205,0.1786,0.211789,0.20972,0.197686,0.228502,0.27387,0.269853,0.227775
661,19,1706.66,19,1807.06,0,3,0,165.792,0.202194,0.178636,0.211783,0.209713,0.197673,0.229081,0.272009,0.270559,0.228351
662,19,1706.66,19,1789.05,2,1,5,165.759,0.199017,0.179338,0.212633,0.210553,0.198459,0.229827,0.272918,0.271463,0.225792
663,19,1706.66,19,1838.17,1,1,2,165.726,0.198478,0.178842,0.21477,0.209989,0.197921,0.229091,0.275227,0.270616,0.225067
664,19,1706.66,19,1828.38,3,2,5,165.693,0.198448,0.178951,0.214746,0.209963,0.197891,0.229676,0.273353,0.27133,0.22564
665,19,1706.66,19,1826.75,3,1,5,165.66,0.197874,0.178425,0.214134,0.212248,0.197319,0.228922,0.272479,0.273701,0.224897
666,19,1706.66,19,1826.75,0,2,2,165.626,0.197324,0.177919,0.213547,0.214439,0.19677,0.228179,0.27482,0.272837,0.224165
667,19,1706.66,19,1826.75,0,1,2,165.593,0.196652,0.178058,0.213732,0.214625,0.196933,0.228736,0.275517,0.271037,0.22471
668,19,1706.66,19,1826.75,0,0,2,165.56,0.196014,0.178188,0.213908,0.214803,0.197087,0.229324,0.273634,0.271756,0.225286
669,19,1706.66,19,1819.48,3,1,5,165.527,0.195408,0.178311,0.214076,0.214971,0.197233,0.22921,0.273683,0.271804,0.225304
670,19,1706.66,19,1819.48,0,0,2,165.494,0.194877,0.177818,0.213503,0.217105,0.196698,0.228473,0.275995,0.270954,0.224578
671,19,1706.66,19,1790.16,3,1,5,165.461,0.194381,0.177916,0.21364,0.217247,0.196816,0.228445,0.276014,0.27097,0.224571
672,19,1706.66,19,1790.16,1,3,0,165.428,0.193851,0.177422,0.213067,0.219379,0.19628,0.227712,0.278319,0.270122,0.223847
673,19,1706.66,19,1790.16,0,3,0,165.395,0.194261,0.175658,0.213528,0.219856,0.196696,0.228349,0.279126,0.270902,0.221622
674,19,1706.66,19,1834.59,1,1,2,165.362,0.191688,0.176207,0.214216,0.220567,0.197322,0.228951,0.27989,0.271639,0.21952
675,19,1706.66,19,1841.7,4,3,2,165.329,0.191598,0.176565,0.214127,0.220479,0.197231,0.22956,0.277957,0.272385,0.220099
676,19,1706.66,19,1838.81,4,3,5,165.295,0.191711,0.176662,0.214265,0.220625,0.196737,0.229444,0.277844,0.27227,0.220442
677,19,1706.66,19,1826.27,4,2,5,165.262,0.191021,0.176019,0.213506,0.219846,0.199608,0.228261,0.276438,0.270891,0.224409
678,19,1706.66,19,1826.27,3,2,2,165.229,0.190358,0.175401,0.212776,0.219098,0.202367,0.227477,0.275515,0.27337,0.223637
679,19,1706.66,19,1820.62,3,1,5,165.196,0.190715,0.175723,0.213187,0.217622,0.202753,0.228038,0.276221,0.271555,0.224186
680,19,1706.66,19,1820.62,1,1,0,165.163,0.190191,0.175233,0.212614,0.219759,0.202203,0.227303,0.278532,0.270704,0.223461
681,19,1706.66,19,1852.15,1,3,2,165.13,0.190567,0.173568,0.213046,0.220209,0.202609,0.22879,0.273791,0.272498,0.224921
682,19,1706.66,19,1849.14,4,1,5,165.097,0.190458,0.174008,0.212936,0.220099,0.202499,0.228761,0.273782,0.272488,0.224968
683,19,1706.66,19,1851.81,0,3,2,165.064,0.189813,0.173411,0.212226,0.219369,0.205181,0.228022,0.276108,0.271631,0.224239
684,19,1706.66,19,1844.65,3,0,5,165.031,0.189573,0.173448,0.212294,0.219443,0.205242,0.227971,0.276072,0.271594,0.224363
685,19,1706.66,19,1842.9,0,0,5,164.998,0.189052,0.172964,0.211722,0.221577,0.204686,0.231691,0.274751,0.270292,0.223266
686,19,1706.66,19,1842.9,1,2,0,164.965,0.19216,0.172287,0.210914,0.220737,0.203902,0.235267,0.273481,0.269041,0.222211
687,19,1706.66,19,1831.55,3,2,5,164.932,0.192506,0.170767,0.211303,0.221149,0.204274,0.236702,0.27517,0.264567,0.22356
688,19,1706.66,19,1830.21,3,3,5,164.899,0.191978,0.170288,0.210734,0.223278,0.203721,0.235848,0.274198,0.267206,0.222747
689,19,1706.66,19,1830.21,0,3,2,164.866,0.191452,0.169811,0.210166,0.225403,0.203168,0.234682,0.272864,0.265902,0.226552
690,19,1706.66,19,1821.39,3,1,5,164.833,0.191294,0.169829,0.210211,0.225458,0.203208,0.234693,0.272897,0.265931,0.22648
691,19,1706.66,19,1836.47,1,3,2,164.8,0.190769,0.169353,0.209643,0.227579,0.202656,0.233944,0.275203,0.265099,0.225753
692,19,1706.66,19,1822.35,1,3,5,164.767,0.190586,0.170113,0.209452,0.227381,0.202468,0.233929,0.275208,0.265098,0.225764
693,19,1706.66,19,1822.35,1,3,0,164.734,0.189716,0.173863,0.208507,0.226364,0.20155,0.232788,0.273887,0.263821,0.229504
694,19,1706.66,19,1815.59,4,1,5,164.701,0.190048,0.172384,0.208881,0.226779,0.201908,0.233582,0.274844,0.264738,0.226836
695,19,1706.66,19,1771.07,2,1,5,164.668,0.189358,0.17175,0.208132,0.225976,0.204783,0.232837,0.277143,0.26391,0.22611
696,19,1706.66,19,1771.07,4,3,0,164.636,0.188717,0.17116,0.210795,0.225231,0.204098,0.232095,0.279433,0.263086,0.225386
697,19,1706.66,19,1755.08,2,1,5,164.603,0.189421,0.171791,0.211593,0.226092,0.201102,0.232787,0.280292,0.263886,0.223035
698,19,1706.66,19,1741.7,4,2,5,164.57,0.188801,0.17122,0.214157,0.225372,0.20045,0.232043,0.282579,0.26306,0.222318
699,19,1706.66,19,1741.7,1,2,0,164.537,0.188117,0.170592,0.213395,0.224575,0.203321,0.231133,0.281499,0.265927,0.221441
700,19,1706.66,19,1741.7,1,2,0,164.504,0.188424,0.169201,0.213755,0.224961,0.20366,0.232439,0.283116,0.261758,0.222687
701,19,1706.66,19,1779.31,1,1,2,164.471,0.188712,0.167886,0.214097,0.225325,0.20398,0.233667,0.28464,0.257834,0.223859
702,19,1706.66,19,1779.31,4,0,0,164.438,0.188535,0.168625,0.213909,0.225134,0.203796,0.234333,0.282593,0.258582,0.224492
703,19,1706.66,19,1773.78,4,2,5,164.405,0.189239,0.169244,0.214721,0.225994,0.200801,0.23166,0.283593,0.259486,0.225261
704,19,1706.66,19,1773.78,0,0,0,164.372,0.188549,0.168618,0.213952,0.225191,0.203689,0.230703,0.282451,0.262518,0.224328
705,19,1706.66,19,1756.51,0,3,5,164.339,0.186306,0.169068,0.214549,0.225825,0.204252,0.228186,0.283388,0.26338,0.225046
706,19,1706.66,19,1756.51,2,2,2,164.307,0.189599,0.168368,0.213686,0.224922,0.203425,0.226997,0.281942,0.262026,0.229035
707,19,1706.66,19,1756.51,4,3,2,164.274,0.189868,0.168597,0.212553,0.22526,0.203721,0.227367,0.282433,0.260791,0.229409
708,19,1706.66,19,1756.51,0,3,0,164.241,0.19003,0.168731,0.212746,0.225472,0.20302,0.22734,0.282429,0.260778,0.229453
709,19,1706.66,19,1756.51,4,0,2,164.208,0.187717,0.169197,0.213359,0.226127,0.2036,0.228054,0.283348,0.261615,0.226983
710,19,1706.66,19,1756.51,3,0,0,164.175,0.187867,0.169324,0.213544,0.22633,0.202934,0.228176,0.283316,0.261576,0.226933
711,19,1706.66,19,1795.48,1,3,2,164.142,0.18886,0.17021,0.214686,0.22223,0.204014,0.225787,0.284206,0.262387,0.22762
712,19,1706.66,19,1795.48,4,2,0,164.109,0.188719,0.17079,0.21454,0.222082,0.20387,0.225724,0.284159,0.262333,0.227783
713,19,1706.66,19,1795.48,0,1,2,164.077,0.189446,0.171439,0.21538,0.222956,0.20078,0.226914,0.285691,0.258409,0.228986
714,19,1706.66,19,1795.48,2,2,0,164.044,0.189286,0.171458,0.215428,0.22301,0.200818,0.227558,0.283647,0.259159,0.229636
715,19,1706.66,19,1787.5,3,1,5,164.011,0.190161,0.172242,0.211786,0.224059,0.201752,0.228709,0.285114,0.255377,0.230799
716,19,1706.66,19,1796.03,2,1,2,163.978,0.18963,0.171752,0.211206,0.226216,0.201195,0.227952,0.287467,0.254546,0.230036
717,19,1706.66,19,1795.54,4,2,5,163.945,0.189859,0.171951,0.210238,0.226509,0.201444,0.228605,0.285411,0.255289,0.230696
718,19,1706.66,19,1795.54,4,2,2,163.913,0.189159,0.171309,0.209474,0.225694,0.204364,0.227598,0.284185,0.258537,0.229681
719,19,1706.66,19,1795.54,0,1,2,163.88,0.189321,0.171447,0.209664,0.225907,0.203662,0.2279,0.284594,0.25752,0.229986
720,19,1706.66,19,1877.74,1,1,2,163.847,0.189244,0.171448,0.209687,0.22594,0.203681,0.22854,0.282566,0.25826,0.230634
721,19,1706.66,19,1874.93,1,2,5,163.814,0.189092,0.172075,0.209529,0.225779,0.203525,0.229172,0.280566,0.258989,0.231273
722,19,1706.66,19,1856.65,4,3,5,163.782,0.18824,0.175768,0.208596,0.224782,0.202616,0.22823,0.27944,0.262008,0.230322
723,19,1706.66,19,1856.65,2,0,0,163.749,0.187566,0.175133,0.20786,0.223997,0.205444,0.227092,0.278075,0.26072,0.234114
724,19,1706.66,19,1856.65,0,1,2,163.716,0.188333,0.175843,0.204599,0.224933,0.206293,0.224612,0.278977,0.261557,0.234853
725,19,1706.66,19,1814.68,0,1,5,163.683,0.188259,0.175846,0.204618,0.224964,0.206313,0.225218,0.277007,0.262283,0.235492
726,19,1706.66,19,1815.97,2,1,2,163.651,0.191506,0.175129,0.2038,0.224076,0.205489,0.22447,0.279384,0.261432,0.234715
727,19,1706.66,19,1811,4,2,5,163.618,0.19168,0.175281,0.203057,0.224298,0.205684,0.225078,0.277406,0.26216,0.235356
728,19,1706.66,19,1797.3,2,2,5,163.585,0.191019,0.174669,0.202362,0.223541,0.208409,0.224202,0.276355,0.264998,0.234446
729,19,1706.66,19,1797.3,3,0,0,163.552,0.190345,0.174044,0.205159,0.22277,0.207682,0.223363,0.275349,0.267715,0.233573
730,19,1706.66,19,1797.3,1,0,0,163.52,0.191341,0.174947,0.20624,0.218695,0.208777,0.220969,0.276206,0.268544,0.234281
731,19,1706.66,19,1797.3,4,1,2,163.487,0.191748,0.173157,0.206687,0.219176,0.209231,0.21871,0.277015,0.269327,0.234948
732,19,1706.66,19,1797.3,2,1,0,163.454,0.192016,0.17339,0.206984,0.219497,0.208113,0.21929,0.275061,0.27007,0.23558
733,19,1706.66,19,1793.53,3,2,5,163.422,0.192826,0.174113,0.203623,0.220438,0.209,0.220725,0.270278,0.271866,0.23713
734,19,1706.66,19,1787.89,0,3,5,163.389,0.192288,0.173619,0.203061,0.222607,0.208425,0.219984,0.269398,0.274275,0.236343
735,19,1706.66,19,1766.48,4,2,5,163.356,0.195367,0.172943,0.202287,0.221769,0.207634,0.218956,0.268166,0.273022,0.239857
736,19,1706.66,19,1766.48,2,1,0,163.324,0.194724,0.172364,0.201625,0.221054,0.210233,0.218223,0.267296,0.275416,0.239065
737,19,1706.66,19,1748.48,0,2,5,163.291,0.195468,0.173012,0.198564,0.221912,0.211044,0.21953,0.262865,0.277098,0.240508
738,19,1706.66,19,1748.48,0,1,2,163.258,0.198434,0.172361,0.197831,0.221105,0.21027,0.218792,0.262004,0.279494,0.23971
739,19,1706.66,19,1748.48,4,2,0,163.226,0.197818,0.17248,0.197981,0.221285,0.210436,0.219162,0.260712,0.280001,0.240126
740,19,1706.66,19,1742.93,4,2,5,163.193,0.198696,0.173233,0.198859,0.222279,0.206933,0.220638,0.262491,0.275115,0.241755
741,19,1706.66,19,1742.93,4,0,0,163.16,0.198033,0.172643,0.198196,0.22155,0.209577,0.219894,0.261628,0.277529,0.24095
742,19,1706.66,19,1742.93,3,0,0,163.128,0.198898,0.173386,0.199062,0.222531,0.206123,0.217709,0.262361,0.278315,0.241616
743,19,1706.66,19,1742.93,3,3,0,163.095,0.199944,0.174285,0.200109,0.218452,0.20721,0.215645,0.263054,0.279058,0.242243
744,19,1706.66,19,1738.6,3,1,5,163.062,0.200966,0.175165,0.201132,0.214463,0.208273,0.216528,0.264156,0.280236,0.23908
745,19,1706.66,19,1738.6,3,2,2,163.03,0.200407,0.174665,0.200572,0.216658,0.207697,0.215659,0.267063,0.279147,0.238132
746,19,1706.66,19,1738.6,0,2,2,162.997,0.200795,0.174991,0.200961,0.215149,0.208103,0.216235,0.267805,0.27718,0.23878
747,19,1706.66,19,1738.6,0,2,2,162.965,0.199926,0.17517,0.20118,0.21539,0.208334,0.216803,0.268538,0.27524,0.239419
748,19,1706.66,19,1738.6,1,2,0,162.932,0.199102,0.175338,0.201388,0.21562,0.208552,0.217364,0.269261,0.273325,0.24005
749,19,1706.66,19,1738.6,4,1,0,162.899,0.199556,0.173442,0.201848,0.216121,0.209033,0.218774,0.271037,0.26857,0.24162
750,19,1706.66,19,1738.6,0,0,0,162.867,0.200458,0.174214,0.202762,0.217106,0.205459,0.220174,0.266332,0.270316,0.243178
751,19,1706.66,19,1738.6,4,0,2,162.834,0.197356,0.174878,0.20355,0.217957,0.206259,0.217824,0.267138,0.271136,0.243902
752,19,1706.66,19,1769.22,4,0,2,162.802,0.197604,0.175087,0.203809,0.218242,0.205258,0.21808,0.267053,0.271052,0.243814
753,19,1706.66,19,1769.22,4,3,0,162.769,0.197839,0.175285,0.204054,0.218513,0.204309,0.218323,0.266974,0.270973,0.24373
754,19,1706.66,19,1763.76,3,3,5,162.737,0.198647,0.175989,0.204891,0.219416,0.201058,0.219295,0.26819,0.27221,0.240305
755,19,1706.66,19,1763.76,3,1,2,162.704,0.198079,0.175475,0.204308,0.221654,0.200484,0.218288,0.266985,0.270989,0.243738
756,19,1706.66,19,1755.42,0,1,5,162.672,0.198474,0.175815,0.204719,0.220107,0.200885,0.218775,0.265307,0.271623,0.244296
757,19,1706.66,19,1755.42,3,2,0,162.639,0.20137,0.175168,0.203981,0.219322,0.200159,0.217963,0.267992,0.270643,0.243402
758,19,1706.66,19,1752.92,4,1,5,162.606,0.202405,0.176056,0.20503,0.215321,0.201187,0.219355,0.269732,0.265942,0.24497
759,19,1706.66,19,1748.86,4,0,5,162.574,0.201728,0.175454,0.204345,0.214607,0.203866,0.218591,0.272237,0.265042,0.24413
760,19,1706.66,19,1748.86,1,3,0,162.541,0.201077,0.174876,0.203688,0.213921,0.206438,0.222614,0.270841,0.263679,0.242865
761,19,1706.66,19,1748.86,2,0,0,162.509,0.201543,0.172954,0.204161,0.214424,0.206919,0.223602,0.27207,0.264872,0.239456
762,19,1706.66,19,1748.86,4,1,2,162.476,0.2024,0.173676,0.200782,0.215342,0.207801,0.221124,0.272945,0.26572,0.240211
763,19,1706.66,19,1748.86,0,3,2,162.444,0.202693,0.173914,0.201072,0.215661,0.206659,0.221678,0.271087,0.266411,0.240824
764,19,1706.66,19,1748.86,4,3,0,162.411,0.201781,0.174101,0.201303,0.215916,0.206899,0.221847,0.271321,0.266639,0.240192
765,19,1706.66,19,1748.86,4,3,2,162.379,0.202665,0.174851,0.202185,0.216869,0.20343,0.222784,0.272494,0.26779,0.236932
766,19,1706.66,19,1784.61,1,1,2,162.346,0.202896,0.175037,0.202414,0.217123,0.202531,0.222896,0.272658,0.267948,0.236498
767,19,1706.66,19,1784.61,4,0,0,162.314,0.202826,0.175315,0.202344,0.217055,0.202461,0.22345,0.270816,0.26864,0.237093
768,19,1706.66,19,1742.54,4,1,5,162.282,0.203642,0.176008,0.203159,0.217937,0.199255,0.220959,0.271691,0.269507,0.237844
769,19,1706.66,19,1742.54,3,0,0,162.249,0.20292,0.175371,0.202438,0.217171,0.202099,0.220177,0.274233,0.26858,0.237011
770,19,1706.66,19,1737.38,3,1,5,162.217,0.20395,0.176248,0.203465,0.213214,0.203124,0.217917,0.275035,0.269362,0.237686
771,19,1706.66,19,1737.38,0,0,0,162.184,0.203362,0.175727,0.202878,0.215494,0.202538,0.217142,0.277575,0.268432,0.236851
772,19,1706.66,19,1786.36,1,1,2,162.152,0.200061,0.176444,0.203721,0.216395,0.203379,0.215097,0.278308,0.269137,0.237458
